restaurante,comentario,polaridade,rating,place_id,polaridade_num,polaridade_texto,review_id
Banana Café,"Cool drinks, tasty appetizers, great music, and a beautiful crowd. It was very busy but Vito was very nice and provided us with excellent service! Overall a great spot to start your evening before going dancing. We had a lot of fun at Banana Café!!",0.5754166666666667,5,ChIJoUA9OglazpQRE29TdonoX1w,1,Positivo,1895
Banana Café,"I ended up in this place by excident as I was looking for some other place. But I donot regret it as the food over here waa excellent.
A very relaxing atmosphere with soothing music.

Higly recommend",0.35833333333333334,5,ChIJoUA9OglazpQRE29TdonoX1w,1,Positivo,1896
Banana Café,"Had lunch
salmon tartare was good
filet mignon tender and  perfect
risotto needed more time to cook
caperhina was excellent
table was sticky
ambiance decor and service perfect.
will return",0.8400000000000001,4,ChIJoUA9OglazpQRE29TdonoX1w,1,Positivo,1897
Banana Café,"Worst service in São Paulo. They call you with the app after 1hour to tell you that your table is ready but is not true, once there they ask you to stand wait inside the restaurant telling you that the next table will be your but is also not true, 20 minutes pass and nothing, although during this time they assign tables to other people who were in line after you.",-0.21250000000000002,4,ChIJoUA9OglazpQRE29TdonoX1w,-1,Negativo,1898
Banana Café,Excellent atmosphere and great food. You must try the Sorrentino appetizer and Gin Benjamin drink,0.9,4,ChIJoUA9OglazpQRE29TdonoX1w,1,Positivo,1899
Bacio di Latte Ice Cream Shop,"Ice ice-creams, with options like milkshakes, special drinks with coffee and pastries, including options with Nutella.
Quickly service with friendly staff!
The ambience have comfy seats, communitarian tables and outside seats.
unfortunately outdoor is semi-covered, that is not so nice if you intent to go with your pet :(",0.07274659863945576,1,ChIJK13v0ctQzpQR0e95Lhan-cU,1,Positivo,1900
Bacio di Latte Ice Cream Shop,"The gelato is good and they have a nice variety on offer. It can be pretty busy but they have enough people working that they keep things moving well enough. It""s in a nice area of you""re one who likes to enjoy your gelato on the move, and nice seating areas both inside and out if you""re not. Open late, which is nice.",0.29583333333333334,5,ChIJK13v0ctQzpQR0e95Lhan-cU,1,Positivo,1901
Bacio di Latte Ice Cream Shop,"Delicious , coffee had Nutella in it and it was so yummy 😋",1.0,4,ChIJK13v0ctQzpQR0e95Lhan-cU,1,Positivo,1902
Bacio di Latte Ice Cream Shop,"Several  flavors of the best gelato. Usually packed, but still a nice place to visit on warm evenings. And they also work with delivery or to go. Very recommended.",0.3583333333333334,3,ChIJK13v0ctQzpQR0e95Lhan-cU,1,Positivo,1903
Bacio di Latte Ice Cream Shop,"Best ice cream in São Paulo. All of their flavors are perfectly creamy, with an amazing texture. My personal favorite is pistachio. They also have a wide variety of chocolate flavors, and an amazing nocciola.",0.5142857142857143,5,ChIJK13v0ctQzpQR0e95Lhan-cU,1,Positivo,1904
Bacio di Latte Ice Cream Shop,"Overpriced, small and average. This is not a Real gelato, by the way, just came from Rome and there a gelato the same size costs half of the price. And of course is 10 times better.",-0.027777777777777773,5,ChIJK13v0ctQzpQR0e95Lhan-cU,-1,Negativo,1905
Bacio di Latte Ice Cream Shop,"I love bacip di latte. If you like ice cream you have to come here. It""s the best gelato in São Paulo as of right now. Make sure to try the Nutellina unless you don""t like hazelnut. I also like the dark chocolate (not too sweet) and of course Straciatella!",0.4288690476190476,5,ChIJK13v0ctQzpQR0e95Lhan-cU,1,Positivo,1906
Bacio di Latte Ice Cream Shop,Very good ice cream shop. The only down is the shortage of places to seat if you go with a group of friends. Also constant queues.,0.1886111111111111,5,ChIJK13v0ctQzpQR0e95Lhan-cU,1,Positivo,1907
Coffee and Co. Ipiranga - The traditional american coffee shop,"This place is great, nice ambiance, very cozy and it has an awesome staff and tasty food. They also have a little space for you to enjoy your meal with your pet, so bring them along!

We""ve been here a couple of times and everytime it""s been great. The prices are kinda expensive but it""s worth it, the dishes are well served so expected to leave with a full stomach. Try the American Breakfast and don""t forget to order the Coffee and Co. pie, it""s absolutely delicious!

If you""re in doubt, just come on in.
I bet you won""t regret it.",0.3309615384615384,5,ChIJ_-YRjfhazpQR7gYGEedNBh0,1,Positivo,1908
Coffee and Co. Ipiranga - The traditional american coffee shop,This place is delicious. I recommend the cheesecake highly. Ive never seen a more dog friendly place in my life. They even have a dog menu. Props for considering.,0.50875,5,ChIJ_-YRjfhazpQR7gYGEedNBh0,1,Positivo,1909
Coffee and Co. Ipiranga - The traditional american coffee shop,"I cane here today as I am from the state of Tennessee and I was really wanting a real cup of American style coffee and I found it here. We went to a different place and ordered bacon but it had zero taste. I am still unsure how it is possible for bacon to have no taste but it didn""t. This place has good bacon but it is very small and actually had taste. Happy I came here on my last day in Brazil before going back to the 🇺🇸",0.1431818181818182,4,ChIJ_-YRjfhazpQR7gYGEedNBh0,1,Positivo,1910
Coffee and Co. Ipiranga - The traditional american coffee shop,"We went there with the whole family, means from 6 to 75 years  ;)
Food was excellent. Very rich and big menu. From Breakfast over lunch or Brunch to coffee and cake. You can spend the whole day there eating and drinking!!
We had experienced very nice, friendly and fast waiters even the place was full.
Our special thanks are going to Fernanda who made our stay perfect",0.4508673469387755,1,ChIJ_-YRjfhazpQR7gYGEedNBh0,1,Positivo,1911
Coffee and Co. Ipiranga - The traditional american coffee shop,Exceptional service from Gisele and Michelle 1. Friendly staff and outstanding food.,0.5138888888888888,5,ChIJ_-YRjfhazpQR7gYGEedNBh0,1,Positivo,1912
Coffee and Co. Ipiranga - The traditional american coffee shop,"The food isn’t “bad” but if you’re from America and looking for a real American breakfast, you will be a little disappointed. The American breakfast combo is 3 very thick pancakes that taste more like bread than pancakes, scrambled eggs (no variations), bacon, coffee and OJ. There are no substitutions. The French toast has ALOT of cinnamon on it. If you are a local I could imagine you would think this is great but if you’re really from the states, this isn’t our breakfast. It’s a Brazilian version of it. They charged 20 BRL for extra syrup. It was no more than 2 tbsp",-0.0598076923076923,4,ChIJ_-YRjfhazpQR7gYGEedNBh0,-1,Negativo,1913
Coffee and Co. Ipiranga - The traditional american coffee shop,"Cozy cafeteria modeled after traditional American coffee shops, this is a nice place to go and enjoy a continental breakfast. The French toasts are superb.",0.2571428571428572,4,ChIJ_-YRjfhazpQR7gYGEedNBh0,1,Positivo,1914
Coffee and Co. Ipiranga - The traditional american coffee shop,Michele 1,0.0,5,ChIJ_-YRjfhazpQR7gYGEedNBh0,0,Neutro,1915
Oggi Sorvetes - Vila Guarani,Top,0.5,5,ChIJd5-THXlTzpQRYKjgjvqIWiA,1,Positivo,1916
Oggi Sorvetes - Vila Guarani,"A practical and economical place, not to mention that each unit costs “2.50” on the average and being cheap, it manages to surpass other brands of Ice Cream and/or Popsicle leaving Nestlé, Kibon, Melona or Jundiá behind. Really worth it for an innovative and promising brand so recent in the market environment",0.11388888888888887,5,ChIJd5-THXlTzpQRYKjgjvqIWiA,1,Positivo,1917
Oggi Sorvetes - Vila Guarani,"No comments, from home, MTA variety and good prices 😍",0.7,5,ChIJd5-THXlTzpQRYKjgjvqIWiA,1,Positivo,1918
Oggi Sorvetes - Vila Guarani,Very good place and excellent professionals who help you in the choices,0.955,5,ChIJd5-THXlTzpQRYKjgjvqIWiA,1,Positivo,1919
Oggi Sorvetes - Vila Guarani,I love this ice cream parlor,0.5,5,ChIJd5-THXlTzpQRYKjgjvqIWiA,1,Positivo,1920
Oggi Sorvetes - Vila Guarani,Great service and prices. The difficulty is parking....,0.8,5,ChIJd5-THXlTzpQRYKjgjvqIWiA,1,Positivo,1921
Oggi Sorvetes - Vila Guarani,"The price of ice cream is the main attraction. Physical store, mega 'hot'. A wall fan present, but which is always off. The heat inside the store this afternoon at 34 C is extremely uncomfortable. Obs.: I congratulate the owner of Oggi, for listening to the criticism and being willing to solve the issue of ambient temperature inside the store. Very good! Seeking to meet customer expectations.",0.16666666666666666,5,ChIJd5-THXlTzpQRYKjgjvqIWiA,1,Positivo,1922
Oggi Sorvetes - Vila Guarani,"Delightful ambience. The team and you are amazing. The varieties of ice cream are huge and I never noticed or missed any product. And the value, I have nothing to say. It's fair, the ice creams are delicious and with countless varieties.

Do I recommend ??

- Surely.",0.6,5,ChIJd5-THXlTzpQRYKjgjvqIWiA,1,Positivo,1923
Café do Ponto,Ok,0.5,3,ChIJu8EHFSdXzpQR1KJcoQirnhk,1,Positivo,1924
Café do Ponto,"Excellent service, very friendly and products of impeccable quality.
The best coffee.",0.809375,5,ChIJu8EHFSdXzpQR1KJcoQirnhk,1,Positivo,1925
Café do Ponto,"I've been to this cafe twice and both times I've been poorly served. The food is good, but the service is awful. The attendants have a bad will that I've never seen the same. They are all disrespectful. I'm not coming back.",-0.2333333333333333,5,ChIJu8EHFSdXzpQR1KJcoQirnhk,-1,Negativo,1926
Café do Ponto,"The service was very good! Very pleasant environment, clean and organized.
The coffee was great
I only found the sparkling water that comes with the coffee to clean the taste buds hot, that's the only negative.",0.3818518518518519,4,ChIJu8EHFSdXzpQR1KJcoQirnhk,1,Positivo,1927
Café do Ponto,"I ordered a coffee and a piece of net velvet cake. That in the window looked very pretty. When I went to eat it was hard. The attendant promptly, very attentive .changed. but to my disappointment the other piece was also hard. Not like the first one that was, dry and hard. Service is mostly good. From the attendant who didn't serve. I love the cafe I've always been there. But this is not the first time this has happened. So I decided to put it here. Cake has to be fluffy and tasty .like coffee. As I understand it, it had already been on display for some time and not fit for consumption.",0.05166666666666667,3,ChIJu8EHFSdXzpQR1KJcoQirnhk,1,Positivo,1928
Café do Ponto,"The cafe at the unit shopping jd south is very good and with cakes... WONDERFUL (chocolate)! The pink soda is not so good, the red fruit syrup is very artificial so it loses some of the lightness of the drink, good addition, pleasant atmosphere and prices at the height.",0.3181481481481481,4,ChIJu8EHFSdXzpQR1KJcoQirnhk,1,Positivo,1929
Café do Ponto,"Very good coffee, nice atmosphere and spectacular service!!!!!! I will definitely be back more often.",0.602,4,ChIJu8EHFSdXzpQR1KJcoQirnhk,1,Positivo,1930
Café do Ponto,"The food is good and the atmosphere is very cozy. Despite the service being at the tables, at times it can be time consuming and the attendants are not empathetic.",0.21999999999999997,4,ChIJu8EHFSdXzpQR1KJcoQirnhk,1,Positivo,1931
Atelier Alessandra Tonisi,"Awesome place! Food and service are amazing! Just a little hard to park in the area, but it worth it.",0.31416666666666665,5,ChIJxwOpcrBXzpQRXiWqf4Sigtw,1,Positivo,1932
Atelier Alessandra Tonisi,Show,0.0,5,ChIJxwOpcrBXzpQRXiWqf4Sigtw,0,Neutro,1933
Atelier Alessandra Tonisi,Top,0.5,5,ChIJxwOpcrBXzpQRXiWqf4Sigtw,1,Positivo,1934
Atelier Alessandra Tonisi,Amazing pastries,0.6000000000000001,2,ChIJxwOpcrBXzpQRXiWqf4Sigtw,1,Positivo,1935
Atelier Alessandra Tonisi,"Atelier Alessandra Tonisi

Pros:
+Comfortable environment with a simple, cool and very objective look. We went on a Friday night close to closing time, we easily got a table.
+Excellent service, everyone is very friendly there.
+The place has a wide variety of cakes and other sweets, in the morning the place serves brunches that seem to be delicious.
+I tried 2 cakes (one chocolate with strawberry and the other with Nutella filling), all magnificent, very fluffy and well filled. I also had a delicious strawberry, banana and Assai smoothie, all very delicious.

Neutral:
-Considering the quality of the dishes and other sweets in the area, the price is right on the line between 'okay' and expensive.

Cons:
-I don't have any negative points yet to highlight, the experience was very nice.

Would I go back again? Yes definitely. I would love to try other sweets and even the savory ones that the atelier has to offer.",0.2875595238095238,5,ChIJxwOpcrBXzpQRXiWqf4Sigtw,1,Positivo,1936
Atelier Alessandra Tonisi,"I went on a Sunday and there were no customers except my husband and I. Service was good, not excellent. The tartlet I ordered was good, the coffee was served quickly and the water took a while to arrive. I didn't give it 5 stars because the experience could have been better.",0.3466666666666666,4,ChIJxwOpcrBXzpQRXiWqf4Sigtw,1,Positivo,1937
Atelier Alessandra Tonisi,"The place looks small at the entrance but has a large lounge inside, they are implementing the order by Qrcode and request by the app but we were not very lucky between the time of the order and the service at the table. The confectionery is great, many options for end of the year gifts, chocolates, cookies, panettone, everything in very good taste. The sweets are great and so are the drinks.. options for strained coffee, snacks and cold drinks, it's worth a visit! Ah, accessibility!",0.30164784289784285,5,ChIJxwOpcrBXzpQRXiWqf4Sigtw,1,Positivo,1938
Atelier Alessandra Tonisi,"Very tasty sweets and nice atmosphere. The service could improve a little, the online menu did not work properly and for the tables that are outside, there could be some system to call the attendant or have a little more attention, since it is not very visible from the counter and there is a little difficult to call someone to place an order. When paying, it could be a little more agile and already have the items consumed in a command or some kind of record, we had to keep listing what we ordered on our visit.",0.11666666666666667,5,ChIJxwOpcrBXzpQRXiWqf4Sigtw,1,Positivo,1939
Padoca do Brique,"A terrible experience. No one makes a single effort to speak a word in english. Very arrogant personnel. What an attitude! Waited for 1h for a toast, they brought the wrong one. My partner didnt get his food at all. Incredible. Never again.",-0.07023809523809522,5,ChIJxd1brrVbzpQRyGBNe4zeyo0,-1,Negativo,1940
Padoca do Brique,"For the area, it is an amazing place! Lots of seating, lots of room, outdoor seating available, nice for kids and pets. We had a pizza, which came to our table quickly, like in 5 minutes after ordering. This was the best part of our meal. We had the tuna salad which we didn’t consider a salad but was ok, would not order this again. The breads are good quality with yeast flavor. The pão de queijo is heavy which means a lot of cheese. Too cheesy for me but I would recommend if you really like cheesy bread. The juices were good, one of our garrafas came broken and we didn’t notice until we finished the juice :( they should be more careful about this. Gin and tonic was good quality. The macaron and brigadeiro look better than they tasted but they have so many candy and sweet pastry options that I am sure I will find the right thing for me here. I will return many times and try all the other options. Great place  for beers.",0.2897619047619047,5,ChIJxd1brrVbzpQRyGBNe4zeyo0,1,Positivo,1941
Padoca do Brique,"I am a happy resident of the Brooklin neighborhood in Sao Paulo and was delighted to find this charming little bakery close by to my apartment. As an American, it can be hard to find a big hearty breakfast in Brazil like those I am accustomed to back home. However, Officina offers the most complete breakfast I have had in Sao Paulo - and at a surprisingly fair price. Most importantly, they have BACON - the bacon that us Americans enjoy so much!

They also offer other various breakfast combinations to satisfy you depending on your level of hunger, which are delicious and very affordable as well. The other great things about this place is their coffee offerings - plenty of creations all served with a nice presentation.

Additionally, they have a very nice lunch offering and the bakery has fresh bread and treats everyday (the carrot cake with the chocolate is a personal favorite).

I now go once a month or so to enjoy a nice breakfast outside on their open patio - a lovely spot to start your Saturday or Sunday.

The only reason I am not giving this place 5 stars is because they charge extra for butter, extra jam, and other condiments. Brazil needs to learn that these things should be FREE.",0.26778508771929826,5,ChIJxd1brrVbzpQRyGBNe4zeyo0,1,Positivo,1942
Padoca do Brique,"Very nice place. Good food, but not the  pizzas. You can sit indoors as well as outdoor.",0.74,5,ChIJxd1brrVbzpQRyGBNe4zeyo0,1,Positivo,1943
Padoca do Brique,"I experienced the morning and breakfast time ar Brique.

The open area is amazing. Their breakfast menu has lots of options, with big portions and quality coffee. Also their service is super polite and fast.

I recommend!",0.33055555555555555,5,ChIJxd1brrVbzpQRyGBNe4zeyo0,1,Positivo,1944
Padoca do Brique,This is my go to place for a great breakfast or lunch and they are mega pet friendly!!,0.69296875,5,ChIJxd1brrVbzpQRyGBNe4zeyo0,1,Positivo,1945
Padoca do Brique,"Good ambience, great food..Burrata is excellent",0.8333333333333334,4,ChIJxd1brrVbzpQRyGBNe4zeyo0,1,Positivo,1946
Padoca do Brique,Great food and service. I love this place. I will definitely be back.,0.43333333333333335,5,ChIJxd1brrVbzpQRyGBNe4zeyo0,1,Positivo,1947
Amor Doce,"Pleasant environment.
Very good coffee.
Good savory and sweet.
Good service.
The current name is Café Parron.
Cakes of different flavors.
Very good.",0.5379166666666666,1,ChIJkUoYbgD3zpQRqLKUbVYoFxM,1,Positivo,1948
Amor Doce,"It has a great chicken pie and an excellent escarole. But above all, huge brigadeiros!",0.34,1,ChIJkUoYbgD3zpQRqLKUbVYoFxM,1,Positivo,1949
Amor Doce,"My wife and I are regular customers. The owner himself is the one who does the service and takes care of the whole routine of the store, he has always served us with sympathy, politeness and cordiality.
The shop is clean, well decorated and well maintained, a good range of hot, sweet and savory drinks. A quiet place, the coffee is great and the meat sfiha is tasty, well seasoned and moist.",0.3240740740740741,5,ChIJkUoYbgD3zpQRqLKUbVYoFxM,1,Positivo,1950
Amor Doce,"Bad service, I was there in a chat with someone else and we were treated rudely. We were aggressively approached to pay the bill and indirectly instructed to leave the establishment, which remained practically deserted during the time we stayed there.
I do not recommend.",-0.4999999999999999,5,ChIJkUoYbgD3zpQRqLKUbVYoFxM,-1,Negativo,1951
Amor Doce,"Nice atmosphere, tasty food, price compatible with the region and very friendly owner.",0.54375,4,ChIJkUoYbgD3zpQRqLKUbVYoFxM,1,Positivo,1952
Amor Doce,Excellent for a cup of coffee. Various types of sweet and savory to accompany,0.45,5,ChIJkUoYbgD3zpQRqLKUbVYoFxM,1,Positivo,1953
Amor Doce,It's nice the service is not the best,0.8,5,ChIJkUoYbgD3zpQRqLKUbVYoFxM,1,Positivo,1954
Amor Doce,It has a divine integral esfiha!!!,0.0,5,ChIJkUoYbgD3zpQRqLKUbVYoFxM,0,Neutro,1955
Cesta de Café da Manhã SP Zona Sul,"My wife loved it, Paula who helped us did a great job, congratulations and success!
Definitely super recommend to everyone who wants to surprise who you like.
A big hug to everyone.",0.40138888888888896,4,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,1,Positivo,1956
Cesta de Café da Manhã SP Zona Sul,"The basket is prettier in person, everything is very tasty, and with a lot of care, it arrived at the agreed time, and detail, I closed the order today, I thank Paula for her attention and affection, thank you very much. 🥰💜.",0.12,4,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,1,Positivo,1957
Cesta de Café da Manhã SP Zona Sul,Great job!!! He had all the attention and readiness to complete the delivery. I recommend 100%,0.55,5,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,1,Positivo,1958
Cesta de Café da Manhã SP Zona Sul,"Professionals dedicated to what they do. They delivered to my mother, super punctual not to mention the care with the basket. Quality products and the basket is very well presented. Super recommended. I found their contact information on Google, I love finding professionals who love what they do... They deserve more than 5 stars.",0.39444444444444443,5,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,1,Positivo,1959
Cesta de Café da Manhã SP Zona Sul,"I loved Paula's service…. I ordered a breakfast basket for someone from the company recovering from surgery, I ordered it in the afternoon and the next morning she already received it. Agility, great service, fresh products and a symbol that she will never forget... and a detail that caught her attention, our company has an orange logo and, amazingly, she put the bow in the same color, without even saying so.
Thank you Paula.
Mariana!",0.4000000000000001,4,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,1,Positivo,1960
Cesta de Café da Manhã SP Zona Sul,"First I want to thank you for your attention and help!!!
I really liked the service, quality and affection ❤️ from the order to the delivery they are very helpful to help and very prompt to deliver this last minute order!!!
Those who received it really liked the items in the basket that was beautifully assembled and delivered!!
Thank you very much!!!",0.44951171875,1,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,1,Positivo,1961
Cesta de Café da Manhã SP Zona Sul,"I ordered from Curitiba to deliver to my sister-in-law in SP, and they were super helpful, quick in response and the wonderful basket, my sister-in-law loved it!!",0.6666666666666666,4,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,1,Positivo,1962
Cesta de Café da Manhã SP Zona Sul,Super loved the basket and my boyfriend too. Very whimsical. Food packaged with great care. Gratitude made our day very happy with so many treats and delicacies.,0.4472222222222222,5,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,1,Positivo,1963
Amar.go,"Great food and atmosphere, staff need work.  It’s hard to give my Amar.go experience a meaningful score - without doubt the food is really good, fresh, healthy and tasty.  Have visited a few times.

This latest, we were first there, ordered the brunch and then had to chase multiple times for service (ie as others were served).  When the brunch arrived (in parts, through chasing), it evolved that they’d delivered an item from another table by accident, which I’d started.

When presented the bill they charged not only the brunch but charged the item, their own mistake (a nice but unwanted item,
given a “brunch” is already plenty).

To receive mixed orders, chase on everything and be charged for small staff mistakes, sorry that’s not five star, it’s amateur hour.  Kudos to the excellent chef and menu though",0.23657407407407405,4,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,1,Positivo,1964
Amar.go,"Nice coffee place. Espresso is good and they have various others beverages. Good food as well, and very kind staff. They serve breakfast in the mornings. Cakes are worth trying.",0.5133333333333333,4,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,1,Positivo,1965
Amar.go,"Amazing coffee house in Pinheiros. Can""tgo wrong with any of their drinks. Very friendly staff... Ask for the carrot cake and the grilled cheese with croissant!",0.23645833333333335,2,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,1,Positivo,1966
Amar.go,"Bitter

Pros:
+Comfortable, simple, rustic atmosphere. I went on a Saturday afternoon, it wasn't crowded, we managed to get a seat easily.
+Excellent service, everyone was very friendly, they served us quickly.
+I had the pleasure of enjoying some desserts on site such as cookies, lemon pie, cakes. Everything was very tasty, the lemon tart in particular was what enchanted me the most, I found the texture of the dough very good, very soft. As a drink, I tried juice and Italian soda with green apple and another one with red fruits (this second one I didn't like so much, but the one with green apple is very tasty)

Neutral:
-Considering the simplicity of the products and the region in general, I found the price neither expensive nor cheap

Cons:
-I found the variety of dishes very little

Would I go there again? Probably yes.",0.17640625,5,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,1,Positivo,1967
Amar.go,"We went for a coffee after lunch and a sweetie. The experience was ok. No problems, but nothing memorable.
Drinks with milk tasted like vegetable milk, something that was not written on the menu and was not informed, it would be interesting to inform beforehand that they use vegetable drink. The lemon pie was good, it could just be a little more sour in my opinion, anyway it's an item worth trying.",0.3328125,3,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,1,Positivo,1968
Amar.go,"Great espresso, which for me already justifies a coffee shop being very good (which I consider the 4 stars). In addition, other factors that could take points away, do not: good and polite service, pleasant environment to stay, good filtered options for those who enjoy it.
I also had breakfast there where the natural juice was delicious and the grilled baguette with cream cheese, although tasty, seemed to save on the cream cheese (just a detail). There, we can buy grains to make at home. I'd say it's a great core coffee shop (for coffee seekers), but the brunch x value options didn't make me opt for brunch. Prices (except for brunch) are very fair and the flavor makes it worthwhile. Brunch, as I said, I cannot comment on taste.",0.5315277777777777,5,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,1,Positivo,1969
Amar.go,"Nice place, good food and fast service. I ordered a croissant (comes with 2 sides) and a cappuccino. I don't give 5 stars because I thought the service was a bit lacking. The guy who helped me couldn't tell me anything for sure - I asked about 5 things and, of them, to 4 he replied that 'I thought it was...' or that 'it must be...', I almost asked to call someone who could give me information for sure. I let it go because I thought he was a new employee and I felt goodwill on his part. But anyway, all he had to do was confirm the information with someone (the place is small and there were other employees very close by) and inform me that there was a menu in the house through QRCODE, which I only found out later, right in the corner of the table.",0.22892316017316017,5,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,1,Positivo,1970
Amar.go,"I just went for 'a coffee' after lunch, but I confess that I almost fell into the temptation of picking up some of the great-looking sweets that are in the window next to the cashier.
Very cozy place, great for a mid-morning or afternoon stop.

Very good espresso, very tasty, but if you like more, go for a double.

For those who have a grinder at home, it is possible to buy coffee beans from the brand itself.",0.26875,4,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,1,Positivo,1971
Gato Pingado,"Pleasant atmosphere, clean, cozy decor, airy and very kind service. There are two environments: indoor and outdoor. We ate a heart of palm pie (wonderful, tasty and juicy filling), a Cappuccino (delicious), a coffee and a tostex (very good). Then we ordered a pudding and a banoffe (delicious too). There is a space where you can visit and interact with the kittens that are available for adoption. The visit is very organized and costs R$12 for 20 minutes (worth every penny). We love it and will definitely be back. Accept debit, credit and Alelo Meal. There are super cute store-themed mugs, socks, t-shirts and eco-bags to buy. There is no parking, but on the street there is a blue zone from Monday to Saturday and Sunday is free. I gave four stars for the service, as the place of payment/order is a little confusing because it does not have a defined queue, it is a little messy, but nothing that hinders the experience.",0.3499206349206349,4,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,1,Positivo,1972
Gato Pingado,"You know that place where you can stay for hours and come back many times without fear of getting sick?
Excellent service, cordial, friendly, practical and super relaxed. The price of the menu is very fair for the region. We ate the pudding of the cat and a banoffinha to drink, there were 2 espressos. Everything delicious. But the big difference is the area for the kittens that are up for adoption, you pay according to the time you stay with them and enjoy a few minutes with incredible company. You know that stressful day at work when you wanted to escape for a few minutes? All you have to do is go to the cat dripping and recharge your batteries with the animals. Highly recommend!",0.3217176870748299,3,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,1,Positivo,1973
Gato Pingado,"I loved the place so much.

I visited last Monday with my boyfriend, we were well attended and the atmosphere is very pleasant.

The coffee is wonderful and served in a very fun way, I tried the pies and pudding too, all very good.

The kittens' space is super cozy and you can see how loving they are and how careful they are to interact with humans. They are all up for adoption and I am very happy to see how these projects have helped them find a home.

I intend to go back to use the coworking space upstairs one day, and to buy the sock with the coffee brand, since when I went it was sold out.",0.4451282051282051,4,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,1,Positivo,1974
Gato Pingado,"Nice place and has the nice part of being able to pet the cats (which are in a closed and reserved area, being charged something around 12 reais to spend 15 minutes with the cats). The cafes are delicious but the sweets and snacks are very common, tasty but nothing special. Worth the visit, maybe not the return.",0.35839285714285707,4,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,1,Positivo,1975
Gato Pingado,Pleasant environment. Delicious coffee and heart of palm pie. The cats have a good space for them and we can interact with them paying a fee. I recommend!,0.8694444444444445,5,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,1,Positivo,1976
Gato Pingado,"Good coffee, good service and nice atmosphere! Even if you're not a person who likes animals very much, the cats in this cafe have their own space, if you don't want to, you won't even see that there are cats there. But if you like, the kittens are cute and very well taken care of and are available for adoption.",0.51375,5,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,1,Positivo,1977
Gato Pingado,"It is a cafeteria with a place to interact with cats from the NGO SOS Gatinhos. It has vegan options, but few. A bread with hummus and spice cake. The milks can be replaced with Nude's oatmeal vegan. The space with the kittens is really nice and not expensive. There is a person to give directions so as not to stress the pets. Here you can adopt cats.",0.21666666666666665,3,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,1,Positivo,1978
Gato Pingado,"Amazing coffee shop! Nice place with excellent service! In addition, it houses an area in partnership with an NGO for cat adoption ❤️ The food is served in a very creative way, it is delicious. It is worth it!",0.7291666666666666,5,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,1,Positivo,1979
Lá na Vó,"Love it! Best place in the area, cozy, fair price, great service, delicious food!",0.6541666666666667,5,ChIJOSnrkudQzpQRLvsGnyS9JCs,1,Positivo,1980
Lá na Vó,"There at grandma

Pros:
+Place with an absurdly nostalgic appearance and sound that represents my grandmother's old house, it is a simple, small and comfortable place with many vintage decorations.
+Despite the place being small, I easily found a vacant table.
+The place has a wide variety of dishes that include cakes of different flavors, brownies, cookies, savory pies, snacks, etc...
+I had the pleasure of trying some cakes there, some are 'good' others are great. For example, the brigadeiro cake is well stuffed, not too sweet, very moist, I liked it a lot, curiously I found it quite nostalgic and extremely tasty, mainly because of the filling that reminds me a little of my grandmother's chocolate cake, while the chocolate cake white chocolate with strawberry was much sweeter, with a more intense sweetness, which I confess I didn't like as much as the brigadeiro, but my wife loved it.
+Considering the region, the quality and quantity of the products, I thought the price was very good.
+Service was absurdly fast.

Cons:
-The place has few tables available, despite that, we went on a Friday night and luckily we were able to sit down without a problem.
-I didn't ask if there was one, but I confess that I missed a menu to see all the options in the establishment.

Would I go back again? Most likely, I would love to try other dishes, especially savory ones.",0.18250694444444446,1,ChIJOSnrkudQzpQRLvsGnyS9JCs,1,Positivo,1981
Lá na Vó,"This cafe is very nostalgic and the name says it all, it really reminds me of a grandma's house! And with delicious cakes and sweets!

The carrot cake here is fantastic, very fluffy and with just the right amount of chocolate. The space is small and it gets a little full especially after lunch with people going there to get dessert. I highly recommend!",0.10347402597402598,5,ChIJOSnrkudQzpQRLvsGnyS9JCs,1,Positivo,1982
