restaurante,place_id,username,rating,comentario,date
Atelier Alessandra Tonisi,ChIJoUA9OglazpQRE29TdonoX1w,Thaís Fernanda Vieira,4,"The place looks small at the entrance but has a large lounge inside, they are implementing the order by Qrcode and request by the app but we were not very lucky between the time of the order and the service at the table. The confectionery is great, many options for end of the year gifts, chocolates, cookies, panettone, everything in very good taste. The sweets are great and so are the drinks.. options for strained coffee, snacks and cold drinks, it's worth a visit! Ah, accessibility!",a year ago
Atelier Alessandra Tonisi,ChIJoUA9OglazpQRE29TdonoX1w,Amanda Alturrias,4,"Very tasty sweets and nice atmosphere. The service could improve a little, the online menu did not work properly and for the tables that are outside, there could be some system to call the attendant or have a little more attention, since it is not very visible from the counter and there is a little difficult to call someone to place an order. When paying, it could be a little more agile and already have the items consumed in a command or some kind of record, we had to keep listing what we ordered on our visit.",a year ago
Padoca do Brique,ChIJK13v0ctQzpQR0e95Lhan-cU,Kamilė Skinderytė,1,"A terrible experience. No one makes a single effort to speak a word in english. Very arrogant personnel. What an attitude! Waited for 1h for a toast, they brought the wrong one. My partner didnt get his food at all. Incredible. Never again.",3 months ago
Padoca do Brique,ChIJK13v0ctQzpQR0e95Lhan-cU,Arcelia Gallardo,5,"For the area, it is an amazing place! Lots of seating, lots of room, outdoor seating available, nice for kids and pets. We had a pizza, which came to our table quickly, like in 5 minutes after ordering. This was the best part of our meal. We had the tuna salad which we didn’t consider a salad but was ok, would not order this again. The breads are good quality with yeast flavor. The pão de queijo is heavy which means a lot of cheese. Too cheesy for me but I would recommend if you really like cheesy bread. The juices were good, one of our garrafas came broken and we didn’t notice until we finished the juice :( they should be more careful about this. Gin and tonic was good quality. The macaron and brigadeiro look better than they tasted but they have so many candy and sweet pastry options that I am sure I will find the right thing for me here. I will return many times and try all the other options. Great place  for beers.",3 years ago
Padoca do Brique,ChIJK13v0ctQzpQR0e95Lhan-cU,Regan Zanes (The Gringo in Brazil),4,"I am a happy resident of the Brooklin neighborhood in Sao Paulo and was delighted to find this charming little bakery close by to my apartment. As an American, it can be hard to find a big hearty breakfast in Brazil like those I am accustomed to back home. However, Officina offers the most complete breakfast I have had in Sao Paulo - and at a surprisingly fair price. Most importantly, they have BACON - the bacon that us Americans enjoy so much!

They also offer other various breakfast combinations to satisfy you depending on your level of hunger, which are delicious and very affordable as well. The other great things about this place is their coffee offerings - plenty of creations all served with a nice presentation.

Additionally, they have a very nice lunch offering and the bakery has fresh bread and treats everyday (the carrot cake with the chocolate is a personal favorite).

I now go once a month or so to enjoy a nice breakfast outside on their open patio - a lovely spot to start your Saturday or Sunday.

The only reason I am not giving this place 5 stars is because they charge extra for butter, extra jam, and other condiments. Brazil needs to learn that these things should be FREE.",3 years ago
Padoca do Brique,ChIJK13v0ctQzpQR0e95Lhan-cU,Holger Kempke,3,"Very nice place. Good food, but not the  pizzas. You can sit indoors as well as outdoor.",a year ago
Padoca do Brique,ChIJK13v0ctQzpQR0e95Lhan-cU,Fernanda Nunes,5,"I experienced the morning and breakfast time ar Brique.

The open area is amazing. Their breakfast menu has lots of options, with big portions and quality coffee. Also their service is super polite and fast.

I recommend!",11 months ago
Padoca do Brique,ChIJK13v0ctQzpQR0e95Lhan-cU,Lorena,5,This is my go to place for a great breakfast or lunch and they are mega pet friendly!!,3 months ago
Padoca do Brique,ChIJK13v0ctQzpQR0e95Lhan-cU,Praveen Kumar,5,"Good ambience, great food..Burrata is excellent",2 months ago
Padoca do Brique,ChIJK13v0ctQzpQR0e95Lhan-cU,Eduardo Maurizi (Personal),5,Great food and service. I love this place. I will definitely be back.,3 years ago
Amor Doce,ChIJ_-YRjfhazpQR7gYGEedNBh0,Paulo Tardelli Gomes,5,"Pleasant environment.
Very good coffee.
Good savory and sweet.
Good service.
The current name is Café Parron.
Cakes of different flavors.
Very good.",4 months ago
Amor Doce,ChIJ_-YRjfhazpQR7gYGEedNBh0,Renato Campos Ponce,5,"It has a great chicken pie and an excellent escarole. But above all, huge brigadeiros!",6 years ago
Amor Doce,ChIJ_-YRjfhazpQR7gYGEedNBh0,Marcelo Nogueira,4,"My wife and I are regular customers. The owner himself is the one who does the service and takes care of the whole routine of the store, he has always served us with sympathy, politeness and cordiality.
The shop is clean, well decorated and well maintained, a good range of hot, sweet and savory drinks. A quiet place, the coffee is great and the meat sfiha is tasty, well seasoned and moist.",4 years ago
Amor Doce,ChIJ_-YRjfhazpQR7gYGEedNBh0,Hugo Yukio Yagi,1,"Bad service, I was there in a chat with someone else and we were treated rudely. We were aggressively approached to pay the bill and indirectly instructed to leave the establishment, which remained practically deserted during the time we stayed there.
I do not recommend.",4 years ago
Amor Doce,ChIJ_-YRjfhazpQR7gYGEedNBh0,Renan Taplete,5,"Nice atmosphere, tasty food, price compatible with the region and very friendly owner.",5 years ago
Amor Doce,ChIJ_-YRjfhazpQR7gYGEedNBh0,Edson Kameda Actor,4,Excellent for a cup of coffee. Various types of sweet and savory to accompany,5 years ago
Amor Doce,ChIJ_-YRjfhazpQR7gYGEedNBh0,Alessandro Argemiro,4,It's nice the service is not the best,3 years ago
Amor Doce,ChIJ_-YRjfhazpQR7gYGEedNBh0,Dedéia Pinheiro,5,It has a divine integral esfiha!!!,5 years ago
Cesta de Café da Manhã SP Zona Sul,ChIJd5-THXlTzpQRYKjgjvqIWiA,Sergio Nicchio,5,"My wife loved it, Paula who helped us did a great job, congratulations and success!
Definitely super recommend to everyone who wants to surprise who you like.
A big hug to everyone.",2 weeks ago
Cesta de Café da Manhã SP Zona Sul,ChIJd5-THXlTzpQRYKjgjvqIWiA,Isa Nonato,5,"The basket is prettier in person, everything is very tasty, and with a lot of care, it arrived at the agreed time, and detail, I closed the order today, I thank Paula for her attention and affection, thank you very much. 🥰💜.",a week ago
Cesta de Café da Manhã SP Zona Sul,ChIJd5-THXlTzpQRYKjgjvqIWiA,Anderson Fernandes,5,Great job!!! He had all the attention and readiness to complete the delivery. I recommend 100%,2 months ago
Cesta de Café da Manhã SP Zona Sul,ChIJd5-THXlTzpQRYKjgjvqIWiA,Adriana Borges Rocha,5,"Professionals dedicated to what they do. They delivered to my mother, super punctual not to mention the care with the basket. Quality products and the basket is very well presented. Super recommended. I found their contact information on Google, I love finding professionals who love what they do... They deserve more than 5 stars.",5 months ago
Cesta de Café da Manhã SP Zona Sul,ChIJd5-THXlTzpQRYKjgjvqIWiA,Mariana Ferreira,5,"I loved Paula's service…. I ordered a breakfast basket for someone from the company recovering from surgery, I ordered it in the afternoon and the next morning she already received it. Agility, great service, fresh products and a symbol that she will never forget... and a detail that caught her attention, our company has an orange logo and, amazingly, she put the bow in the same color, without even saying so.
Thank you Paula.
Mariana!",3 months ago
Cesta de Café da Manhã SP Zona Sul,ChIJd5-THXlTzpQRYKjgjvqIWiA,Andréia Sanches,5,"First I want to thank you for your attention and help!!!
I really liked the service, quality and affection ❤️ from the order to the delivery they are very helpful to help and very prompt to deliver this last minute order!!!
Those who received it really liked the items in the basket that was beautifully assembled and delivered!!
Thank you very much!!!",2 months ago
Cesta de Café da Manhã SP Zona Sul,ChIJd5-THXlTzpQRYKjgjvqIWiA,Ana Paula Santos Vieira,5,"I ordered from Curitiba to deliver to my sister-in-law in SP, and they were super helpful, quick in response and the wonderful basket, my sister-in-law loved it!!",a month ago
Cesta de Café da Manhã SP Zona Sul,ChIJd5-THXlTzpQRYKjgjvqIWiA,Renata Neves Sampaio,5,Super loved the basket and my boyfriend too. Very whimsical. Food packaged with great care. Gratitude made our day very happy with so many treats and delicacies.,2 months ago
Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,Josh H,3,"Great food and atmosphere, staff need work.  It’s hard to give my Amar.go experience a meaningful score - without doubt the food is really good, fresh, healthy and tasty.  Have visited a few times.

This latest, we were first there, ordered the brunch and then had to chase multiple times for service (ie as others were served).  When the brunch arrived (in parts, through chasing), it evolved that they’d delivered an item from another table by accident, which I’d started.

When presented the bill they charged not only the brunch but charged the item, their own mistake (a nice but unwanted item,
given a “brunch” is already plenty).

To receive mixed orders, chase on everything and be charged for small staff mistakes, sorry that’s not five star, it’s amateur hour.  Kudos to the excellent chef and menu though",11 months ago
Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,Fábio Henrique Bittes Terra,5,"Nice coffee place. Espresso is good and they have various others beverages. Good food as well, and very kind staff. They serve breakfast in the mornings. Cakes are worth trying.",2 years ago
Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,Raphael Castro,5,"Amazing coffee house in Pinheiros. Can""tgo wrong with any of their drinks. Very friendly staff... Ask for the carrot cake and the grilled cheese with croissant!",2 years ago
Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,Wyl Schultz,4,"Bitter

Pros:
+Comfortable, simple, rustic atmosphere. I went on a Saturday afternoon, it wasn't crowded, we managed to get a seat easily.
+Excellent service, everyone was very friendly, they served us quickly.
+I had the pleasure of enjoying some desserts on site such as cookies, lemon pie, cakes. Everything was very tasty, the lemon tart in particular was what enchanted me the most, I found the texture of the dough very good, very soft. As a drink, I tried juice and Italian soda with green apple and another one with red fruits (this second one I didn't like so much, but the one with green apple is very tasty)

Neutral:
-Considering the simplicity of the products and the region in general, I found the price neither expensive nor cheap

Cons:
-I found the variety of dishes very little

Would I go there again? Probably yes.",8 months ago
Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,Batata Freeta,3,"We went for a coffee after lunch and a sweetie. The experience was ok. No problems, but nothing memorable.
Drinks with milk tasted like vegetable milk, something that was not written on the menu and was not informed, it would be interesting to inform beforehand that they use vegetable drink. The lemon pie was good, it could just be a little more sour in my opinion, anyway it's an item worth trying.",8 months ago
Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,Igor Brolo,4,"Great espresso, which for me already justifies a coffee shop being very good (which I consider the 4 stars). In addition, other factors that could take points away, do not: good and polite service, pleasant environment to stay, good filtered options for those who enjoy it.
I also had breakfast there where the natural juice was delicious and the grilled baguette with cream cheese, although tasty, seemed to save on the cream cheese (just a detail). There, we can buy grains to make at home. I'd say it's a great core coffee shop (for coffee seekers), but the brunch x value options didn't make me opt for brunch. Prices (except for brunch) are very fair and the flavor makes it worthwhile. Brunch, as I said, I cannot comment on taste.",a year ago
Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,Adriano Couto,4,"Nice place, good food and fast service. I ordered a croissant (comes with 2 sides) and a cappuccino. I don't give 5 stars because I thought the service was a bit lacking. The guy who helped me couldn't tell me anything for sure - I asked about 5 things and, of them, to 4 he replied that 'I thought it was...' or that 'it must be...', I almost asked to call someone who could give me information for sure. I let it go because I thought he was a new employee and I felt goodwill on his part. But anyway, all he had to do was confirm the information with someone (the place is small and there were other employees very close by) and inform me that there was a menu in the house through QRCODE, which I only found out later, right in the corner of the table.",11 months ago
Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,Fernando Liboni,4,"I just went for 'a coffee' after lunch, but I confess that I almost fell into the temptation of picking up some of the great-looking sweets that are in the window next to the cashier.
Very cozy place, great for a mid-morning or afternoon stop.

Very good espresso, very tasty, but if you like more, go for a double.

For those who have a grinder at home, it is possible to buy coffee beans from the brand itself.",a year ago
Gato Pingado,ChIJxwOpcrBXzpQRXiWqf4Sigtw,Gisele Costa Ferrarez,5,"Pleasant atmosphere, clean, cozy decor, airy and very kind service. There are two environments: indoor and outdoor. We ate a heart of palm pie (wonderful, tasty and juicy filling), a Cappuccino (delicious), a coffee and a tostex (very good). Then we ordered a pudding and a banoffe (delicious too). There is a space where you can visit and interact with the kittens that are available for adoption. The visit is very organized and costs R$12 for 20 minutes (worth every penny). We love it and will definitely be back. Accept debit, credit and Alelo Meal. There are super cute store-themed mugs, socks, t-shirts and eco-bags to buy. There is no parking, but on the street there is a blue zone from Monday to Saturday and Sunday is free. I gave four stars for the service, as the place of payment/order is a little confusing because it does not have a defined queue, it is a little messy, but nothing that hinders the experience.",a month ago
Gato Pingado,ChIJxwOpcrBXzpQRXiWqf4Sigtw,Julia Fernandes Queiroz,5,"You know that place where you can stay for hours and come back many times without fear of getting sick?
Excellent service, cordial, friendly, practical and super relaxed. The price of the menu is very fair for the region. We ate the pudding of the cat and a banoffinha to drink, there were 2 espressos. Everything delicious. But the big difference is the area for the kittens that are up for adoption, you pay according to the time you stay with them and enjoy a few minutes with incredible company. You know that stressful day at work when you wanted to escape for a few minutes? All you have to do is go to the cat dripping and recharge your batteries with the animals. Highly recommend!",6 months ago
Gato Pingado,ChIJxwOpcrBXzpQRXiWqf4Sigtw,Karina Cavalcante,5,"I loved the place so much.

I visited last Monday with my boyfriend, we were well attended and the atmosphere is very pleasant.

The coffee is wonderful and served in a very fun way, I tried the pies and pudding too, all very good.

The kittens' space is super cozy and you can see how loving they are and how careful they are to interact with humans. They are all up for adoption and I am very happy to see how these projects have helped them find a home.

I intend to go back to use the coworking space upstairs one day, and to buy the sock with the coffee brand, since when I went it was sold out.",4 months ago
Gato Pingado,ChIJxwOpcrBXzpQRXiWqf4Sigtw,Visceral Brands,2,"Nice place and has the nice part of being able to pet the cats (which are in a closed and reserved area, being charged something around 12 reais to spend 15 minutes with the cats). The cafes are delicious but the sweets and snacks are very common, tasty but nothing special. Worth the visit, maybe not the return.",4 months ago
Gato Pingado,ChIJxwOpcrBXzpQRXiWqf4Sigtw,Gabriela Zanella Leite,5,Pleasant environment. Delicious coffee and heart of palm pie. The cats have a good space for them and we can interact with them paying a fee. I recommend!,7 months ago
Gato Pingado,ChIJxwOpcrBXzpQRXiWqf4Sigtw,Gabriela Nóbrega,4,"Good coffee, good service and nice atmosphere! Even if you're not a person who likes animals very much, the cats in this cafe have their own space, if you don't want to, you won't even see that there are cats there. But if you like, the kittens are cute and very well taken care of and are available for adoption.",3 weeks ago
Gato Pingado,ChIJxwOpcrBXzpQRXiWqf4Sigtw,Leon Capovilla,5,"It is a cafeteria with a place to interact with cats from the NGO SOS Gatinhos. It has vegan options, but few. A bread with hummus and spice cake. The milks can be replaced with Nude's oatmeal vegan. The space with the kittens is really nice and not expensive. There is a person to give directions so as not to stress the pets. Here you can adopt cats.",2 months ago
Gato Pingado,ChIJxwOpcrBXzpQRXiWqf4Sigtw,Amanda Shitara,5,"Amazing coffee shop! Nice place with excellent service! In addition, it houses an area in partnership with an NGO for cat adoption ❤️ The food is served in a very creative way, it is delicious. It is worth it!",3 months ago
Lá na Vó,ChIJxd1brrVbzpQRyGBNe4zeyo0,Camila Catai SP,5,"Love it! Best place in the area, cozy, fair price, great service, delicious food!",2 years ago
Lá na Vó,ChIJxd1brrVbzpQRyGBNe4zeyo0,Wyl Schultz,5,"There at grandma

Pros:
+Place with an absurdly nostalgic appearance and sound that represents my grandmother's old house, it is a simple, small and comfortable place with many vintage decorations.
+Despite the place being small, I easily found a vacant table.
+The place has a wide variety of dishes that include cakes of different flavors, brownies, cookies, savory pies, snacks, etc...
+I had the pleasure of trying some cakes there, some are 'good' others are great. For example, the brigadeiro cake is well stuffed, not too sweet, very moist, I liked it a lot, curiously I found it quite nostalgic and extremely tasty, mainly because of the filling that reminds me a little of my grandmother's chocolate cake, while the chocolate cake white chocolate with strawberry was much sweeter, with a more intense sweetness, which I confess I didn't like as much as the brigadeiro, but my wife loved it.
+Considering the region, the quality and quantity of the products, I thought the price was very good.
+Service was absurdly fast.

Cons:
-The place has few tables available, despite that, we went on a Friday night and luckily we were able to sit down without a problem.
-I didn't ask if there was one, but I confess that I missed a menu to see all the options in the establishment.

Would I go back again? Most likely, I would love to try other dishes, especially savory ones.",8 months ago
Lá na Vó,ChIJxd1brrVbzpQRyGBNe4zeyo0,Wiliam Matsubara,5,"This cafe is very nostalgic and the name says it all, it really reminds me of a grandma's house! And with delicious cakes and sweets!

The carrot cake here is fantastic, very fluffy and with just the right amount of chocolate. The space is small and it gets a little full especially after lunch with people going there to get dessert. I highly recommend!",5 months ago
Lá na Vó,ChIJxd1brrVbzpQRyGBNe4zeyo0,Sandra Hamada,5,"The place is very small, but I thought it was a treat !!!!
I ate the coxinha that so much talk about in the reviews and it's really delicious!!
It has a kit of 8 that you can take home.
The cheesecake is really good too!!!
I want to go back to try the coconut cake !!!",6 months ago
Lá na Vó,ChIJxd1brrVbzpQRyGBNe4zeyo0,Luiz C. Jesus,5,"Small place, few seats but very cozy, good music and at the ideal time to talk. Delicious coffee, snacks, pies, sweet cheese bread, cakes and puddings, all delicious and fresh. There's water in the clay filter, anyway, it's grandma's real house.!!",5 months ago
Lá na Vó,ChIJxd1brrVbzpQRyGBNe4zeyo0,Karoline Rodrigues,5,"I knew grandma through delivery and went in person, I saw the new backyard they inaugurated, it is beautiful, it looks like a backyard of a house (in a way it is), I find it impressive how they manage to make the environments cozy and with the look and feel of a grandma's house same. The whole place is decorated in an old-fashioned way, the way the sweets are laid out is wonderful. The snacks are freshly fried and arrive warm and crispy, worth a try. I think the portions of sweets are smaller than the traditional one, which can be a positive point, but the value is proportional, it's a little cheaper than the average.
Super worth the visit.",a month ago
Lá na Vó,ChIJxd1brrVbzpQRyGBNe4zeyo0,Marcos Honma,4,"The sweet and savory house with vintage decoration, pies and savory cookies, cakes all sold by unit I tried the heart of palm pie, coxinha and cheese ball. Pie with high filling and thin crust could be improved, the coxinha and cheese ball, despite being fried at the time, seemed to be frozen because there was external crunch but the core was cold,. It happens.
I will continue to visit to taste the other treats.",a year ago
Lá na Vó,ChIJxd1brrVbzpQRyGBNe4zeyo0,Andre Nucci,5,"I went to try the coffee... But first the savory pies, very good... The pepperoni cake, delicious... And to accompany the coffee, a banoffee",4 months ago
Ultra Coffee,ChIJkUoYbgD3zpQRqLKUbVYoFxM,Rafael Reis,1,"They hire an employee and don't train 🤣, the employee doesn't know how to make a milk shake (?????).
Opening the franchise by the way is easy, difficult is to maintain.
The Croissant Ice Cream is incredible 🤣, hot on the outside and ice cream on the inside, magnificent, an experience that few establishments have.
High value for low quality.👎👎👎",5 months ago
Ultra Coffee,ChIJkUoYbgD3zpQRqLKUbVYoFxM,Criis Sasa,1,"Expensive and bad salty. first time I ordered a cheese bread that was raw and a very bad coffee. In addition to the slow service. Unprepared employees, just bad experiences.",5 months ago
Ultra Coffee,ChIJkUoYbgD3zpQRqLKUbVYoFxM,Matheus Faria,5,"Best prices, best attendants, super attentive and the best cappuccino !!!!",5 months ago
Ultra Coffee,ChIJkUoYbgD3zpQRqLKUbVYoFxM,Juciane Rocha,5,Very good,6 months ago
Ultra Coffee,ChIJkUoYbgD3zpQRqLKUbVYoFxM,Patricia Moss,4,"What a delightful place, and great quality products I recommend.",10 months ago
Ultra Coffee,ChIJkUoYbgD3zpQRqLKUbVYoFxM,Sebastião Galdino,5,This place is cool,6 months ago
Ultra Coffee,ChIJkUoYbgD3zpQRqLKUbVYoFxM,Derik Marcello Unruh,5,"Great coffee, a wonderful place!",a year ago
Ultra Coffee,ChIJkUoYbgD3zpQRqLKUbVYoFxM,Nathaly Skieika De Paula,5,Great coffee and service.,a year ago
Vista Café,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,Rafael Estevam,4,Good place tô hang along but expensive for what is serve,3 days ago
Vista Café,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,Marcela Morales,4,"Great view of the city at night, you can go for free to the rooftop. The bar and restaurant are expensive.",2 days ago
Vista Café,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,Luciana Servulo,5,Very Nice bar and sao paulo views,3 weeks ago
Vista Café,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,Ricardo Comissoli,5,"Beautiful place with eye-popping gastronomic varieties that blend with MAC art and Niemeyer architecture. All punctuated by the green of the park.
Even on a Sunday with a crowded park, the museum and its cafe remain calm.
Not to be confused with the rooftop restaurant, the cafe is located on the mezzanine floor.
In my opinion it is an unmissable tour!",9 months ago
Vista Café,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,Julia Longatto,4,"Artisan coffee shop, with own production.
Average prices, but worth what you get. A grilled cheese bread with cheese (which is the best I've ever had) costs R$12. We spent R$79 on breakfast for two. It is located at MAC USP, in Ibiraquera Park. The space is huge, a beautiful outdoor area, with direct views of the Ibira River! The interior is very spacious too, with a very cool decor. Wonderful service.",11 months ago
Vista Café,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,Leandra Sato,1,"Very disappointed. The cafe is beautiful, the window is eye-catching, the comments are excellent but the cashier was handling money and right after that she took two cheese breads with her own hands without washing them, not even sanitizing them with alcohol… detail: - without gloves.
If that's the case in the eyes of customers, I don't even want to imagine what things are like behind the counter.
I suggest that the owners and those responsible for the establishment search the cameras and check what I am saying to guide the employee regarding hygiene.",3 months ago
Vista Café,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,Gabriel Ferreira,4,"Stylish cafe, in a pleasant environment to be. Very spacious, with lots of furniture (sofas, armchairs, tables), great for reading and relaxing. Good service. Great products and the price is medium to expensive.",a month ago
Vista Café,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,Carlos Julio,5,"The cafe is on the mezzanine of the museum building, beautiful architecture, spacious, beautiful and pleasant environment. Attentive and polite service.
I tried an Italian soda and a cheese bread, both very tasty.",a month ago
Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,Chris Hands,4,"Service was somewhat inattentive. After a long wait as to where my companion’s order was hiding the staff answered that they didn’t have the acai on the menu.
We like the ambiance and offerings even if up there in price…it’s a change to many of the cafe’s that are not of European quality.
Cheesecake / juice / coffee (bowl) 👌. Eggs are offered in different versions though combos come in mostly scrambled.
Price quality ratio 3 star as compared to my experiences in other counties ..",a week ago
Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,Flávio Karpinscki,4,"Nice food, great work from the serving crew, nice decor. It""s only getting 4 instead of 5 because the croissant and the soup are both a bit to dry. Get some more butter in that croissants, and make the soup a bit less solid and you will rock.",10 months ago
Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,Miriam Rombach,2,"Unfortunately I had mold on my hummus. When I told the waitress she just brought me a new one and didn‘t really react and or apologize. The rest of the breakfast was okay, the bread is good.",a month ago
Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,Mohammed Hijazi,5,One of the best breakfast / bakery ij Sao Paulo. Gr8 atmosphere and delicious food,a month ago
Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,Robert Ladouceur,3,"Food was ok, nothing worth mentioning
Toilet was disgusting
Waitress was very nice, the only thing worth mentioning",a week ago
Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,Alexander Leo-Hansen,5,"Le Pain Quotidien is just a wonderful concept! In Argentina I couldn’t choose a whole plate of eggs, Pain au chocolat, juice, hot chocolate, bread and fruit but this was possible in São Paulo. So tastefully and a good start on the day.",3 years ago
Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,Flyboy 4ND,5,The service was quick and friendly. The food was wonderful.  The fruit was amazing. Do not hesitate to come enjoy this wonderful restaurant.,4 years ago
Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,Eugenio Errico,4,Not bad but for the same prices you find much better restaurants.,4 months ago
Kopenhagen Cafeteria,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,Giancarlo Pereira,4,Ok,3 years ago
Kopenhagen Cafeteria,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,Giancarlo Pereira,3,Ok,3 years ago
Kopenhagen Cafeteria,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,Joalice Ortiz,4,"quick service, friendly staff, the store is quite small with only 2 tables, there was no place available to sit and have a coffee",3 months ago
Kopenhagen Cafeteria,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,Hélio L,4,"Little emphasis is given to coffee. There isn't a wide variety of ways to serve it. The strong point of the house are the traditional Kopenhagen chocolates, with a good variety of products on offer. Prices as usual are somewhat high. But the quality remains the same, very good!",8 months ago
Kopenhagen Cafeteria,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,William Fabricio,5,"Fast service, well-brewed coffee and great quality chocolates. Lacks promotions.",5 years ago
Kopenhagen Cafeteria,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,Roseli Calo,5,A very pleasant atmosphere. .light up the store,a year ago
Kopenhagen Cafeteria,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,Luciano Bonilha,3,"I went to this store at the end of 2020 and today, 01/09/21, I returned to have a coffee and buy some chocolates.

It is unfortunate that a franchise of this size, in this place, has such poor service.

I look for other stores to go to, but I won't go back to this one.",2 years ago
Kopenhagen Cafeteria,ChIJ3QoilSRYzpQR1vWdCJ0kKY0,Gustavo Miguel,5,"I go almost daily. The service there is great. Coffee well taken, the attendants are a friendliness apart. I love them all. I even understand those who complain about the lack of a place to sit, but I don't agree that this is a reason for a low grade. If you put more tables, nobody passes. As it is, it's great. My kopenhagen from the heart. ♥️",4 years ago
Nostro Gelato Factory,ChIJOSnrkudQzpQRLvsGnyS9JCs,Gilberto Cardoso dos Santos,5,Show,4 years ago
Nostro Gelato Factory,ChIJOSnrkudQzpQRLvsGnyS9JCs,Ivo Farias,1,"Dishonesty is the right word to rate the ice cream maker.

You pay for ice cream, and you get half.

If I had looked at the reviews for the place, I would not have consumed it.",3 weeks ago
Nostro Gelato Factory,ChIJOSnrkudQzpQRLvsGnyS9JCs,Terumi 2022,5,"You can park on the street!

Simple ice cream parlor with delicious ice cream and gelato! I recommend!

There's root ice cream per kilo or gelato! The crunchy gelato is one of the best I've had!

It was so tasty that we ate it quickly and didn't take a picture of what we bought!

There are tables inside and outside!",a year ago
Nostro Gelato Factory,ChIJOSnrkudQzpQRLvsGnyS9JCs,Luis Teberga,5,"I had an excellent experience at this establishment. The service was courteous and the variety and quality of gelato is great. I tasted the tangerine and red fruit sorbets, highlighting the natural flavor of both in which the fruits are very apparent. I recommend.",a year ago
Nostro Gelato Factory,ChIJOSnrkudQzpQRLvsGnyS9JCs,Érika Sayuri,5,Unique ice cream! Sweetens the soul and refreshes the heart! Even more so with Marcelo so nice that he does everything with so much affection and dedication!!!🍦🍧🍨,a year ago
Nostro Gelato Factory,ChIJOSnrkudQzpQRLvsGnyS9JCs,Gabriel Dalfre,5,"The ice cream parlor has 02 types of products, 01 of which are mass ice creams and another type called 'Gelato'. I tried the Gelato and chose the flavors of Dulce de Leche and Gianduia, both delicious. Depending on the movement (lunch time), there are not many tables to sit, but the service is fast.",4 years ago
Nostro Gelato Factory,ChIJOSnrkudQzpQRLvsGnyS9JCs,Karen Harumi Nomura,1,"I really liked the property. I recommended it to acquaintances and my family and I went often. However today I had the unpleasant situation of finding a hair while eating the ice cream, when paying we commented in low volume (because it was full) with the owner, who was always polite with us, but at that moment it seemed like someone else. First he ignored us when we spoke the first time, then he said several times that it was ours, 'it could only be ours'.

He didn't even try to find out when we commented that he wasn't even the color and size of our hair. And despite not having charged for the ice cream, in addition to being rude, he didn't even apologize, a 'I'm sorry', nothing, we left looking like we were acting in bad faith. We didn't charge him and I was going to pay anyway, but the hair-eating situation was bad and the customer service managed to be even worse.

I felt unprepared in this regard. Our intention was just to warn him to investigate and avoid it in the future, but I left feeling bad and even though it could be something punctual, I don't want to run the risk of going through that discomfort again.",a year ago
Nostro Gelato Factory,ChIJOSnrkudQzpQRLvsGnyS9JCs,Lucy Muraro,5,"The ice cream here is simply spectacular!! A huge variety of flavors and all very good!
Cream cheese ice cream is our favorite!",8 months ago
Tea Station,ChIJA5oTV6hZzpQRX9jZ7DsK04U,Dan K,2,"The business is below street level and had the smell of a sewer. Whenever a person went to the toilet, the place would smell like the toilet. It also seems the owner spends more time responding to Google reviews than he does putting care into and checking details of his business.",2 months ago
