position,title,place_id,data_id,data_cid,rating,reviews,price,type,address,latitude,longitude,open_state,description,thumbnail
5,Speciale Pizza & Pasta,ChIJdafC8DfUvQARrQ9tlS5J2As,0xbdd437f0c2a775:0xbd8492e956d0fad,853512593810984877,4.7,566.0,$$$,Italian restaurant,"Rua Sete Capitães, Av. Pelinca, 10, Campos dos Goytacazes - RJ, 28030-470, Brazil",-21.7618177,-41.3306549,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipM5rms1BzNFu4ZnCuTFogIAruPmTSDykshe5UEy=w122-h92-k-no
6,Ecully,ChIJK1bh7-NXzpQRiFWHP4F2aJs,0x94ce57e3efe1562b:0x9b6876813f875588,11198330770945430920,4.5,1018.0,$$$,Restaurant,"R. Cotoxó, 493 - Pompeia, São Paulo - SP, 05021-000, Brazil",-23.5315236,-46.6843003,Closed ⋅ Opens 12:30 PM,"Elegant spot with varied menu options. Gourmet menu, including grana padano risotto with cured duck & black tea oil, in an elegant setting.",https://lh5.googleusercontent.com/p/AF1QipP7-1QB1lz2jLAseX2f4RZqktPMGzqCKZ1TrsIm=w138-h92-k-no
7,"Oh, Pá! Restaurante Português Ltda.",ChIJW2x0ueHAzpQRMsukmFYxfxk,0x94cec0e1b9746c5b:0x197f315698a4cb32,1837241420988336946,4.6,1103.0,$$,Portuguese restaurant,"R. Carmela Memolo, 81 - Vila Thais, Atibaia - SP, 12942-120, Brazil",-23.1230676,-46.5530579,Opens soon ⋅ 12 PM,,https://lh5.googleusercontent.com/p/AF1QipMMUmgdnHICqIbR2ydLgmtT1aOrbiQ72MUHJFDX=w148-h92-k-no
8,Sacra Rolha Champanharia & Wine Bar • Eventos,ChIJty7KW4hZzpQR9k8dVaDP21I,0x94ce59885bca2eb7:0x52dbcfa0551d4ff6,5970594018539425782,4.4,407.0,$$,Restaurant,"R. Rio Grande, 304 - Vila Mariana, São Paulo - SP, 04018-000, Brazil",-23.5873674,-46.6432531,Closed ⋅ Opens 6 PM,"A restaurant with a cozy wine bar. This restaurant serves appetizers, soups, risottos, contemporary fare & specialty wine & champagne.",https://lh5.googleusercontent.com/p/AF1QipPWUgRxffwvkpX4XFee-NrSdl60Jk5WKXHOXZuE=w122-h92-k-no
9,Bottega Bernacca Uno,ChIJ3ZLFRdFZzpQRL-Dz2--PDb0,0x94ce59d145c592dd:0xbd0d8fefdbf3e02f,13622702708215767087,4.2,293.0,$$$,Italian restaurant,"R. Padre João Manuel, 826 - Cerqueira César, São Paulo - SP, 01411-000, Brazil",-23.5643557,-46.664992,Opens soon ⋅ 12 PM,"A bistro serving specialty pasta & wines. A cozy Italian restaurant with a bistro vibe serving steak tartare, house pasta, wine & more.",https://lh5.googleusercontent.com/p/AF1QipOCAq9KVSKzvwPPbMPnb0s51WlKV61qV_4giKBm=w122-h92-k-no
10,Martin Holandesa,ChIJRxsSnpvuyJQRdu80Ac-X7XE,0x94c8ee9b9e121b47:0x71ed97cf0134ef76,8209384611100553078,4.6,5992.0,$$,Restaurant,"R. Dória Vasconcelos, 144 - Secção A, Holambra - SP, 13825-000, Brazil",-22.6322765,-47.0520782,Open ⋅ Closes 11 PM,"Cozy cafe for Dutch desserts & lunch. Snug, buzzy cafe offering desserts like Dutch pancakes & pies, plus burgers, sausages & draft beer.",https://lh5.googleusercontent.com/p/AF1QipMfozop2xdORx-ilnddkkBjaz1MHPpQvxtSR-li=w122-h92-k-no
11,Bistrô da Angelina,ChIJo0sisyRfzpQRn9xavaWw5O4,0x94ce5f24b3224ba3:0xeee4b0a5bd5adc9f,17214077901609819295,4.8,1265.0,$$,Restaurant,"Av. Guilherme Giorgi, 649 - Vila Carrao, São Paulo - SP, 03422-000, Brazil",-23.5522299,-46.544063,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipOG-bcpyCGvo6oW0N2Abw7kXwvoB3moiJi417e2=w80-h106-k-no
13,Garden Ipanema,ChIJBZvB7qnVmwARrevjNamNW-0,0x9bd5a9eec19b05:0xed5b8da935e3ebad,17103419767762709421,4.5,348.0,$$$,Restaurant,"R. Visc. de Pirajá, 631 - Loja B - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil",-22.9838759,-43.2144129,Opens soon ⋅ 12 PM,"A traditional eatery with classic dishes. This family eatery has served codfish, duck, lamb, plus feijoada on Saturdays, for over 60 years.",https://lh5.googleusercontent.com/p/AF1QipNH38kfC-RUpiJJVcNYwr9b5Z2WGB_bDBm7h-_L=w80-h106-k-no
15,Curry Pasta,ChIJbzJcJyLj3JQRLkj2uClsCL4,0x94dce322275c326f:0xbe086c29b8f6482e,13693313593472600110,4.9,289.0,,Restaurant,"Av. Manoel Ribas, 750 - Mercês, Curitiba - PR, 80510-020, Brazil",-25.4218842,-49.286104,Opens soon ⋅ 12 PM,,https://lh5.googleusercontent.com/p/AF1QipNLGJh-vUMHL6VssjwQIClq0-ctfZkaUyCFABbJ=w138-h92-k-no
17,La Vera Pizza Degustação italiana,ChIJvcxRK8mZpgARThiB8LqmIjQ,0xa699c92b51ccbd:0x3422a6baf081184e,3756748361009535054,4.7,853.0,$$,Pizza restaurant,"Rua Pium-Í, 784 - Cruzeiro, Belo Horizonte - MG, 30310-080, Brazil",-19.9464749,-43.9312409,Closed ⋅ Opens 6 PM,"Laid-back spot for Italian staples. Casual Italian eatery serving pizza & shared plates in a warm, rustic space with a terrace.",https://lh5.googleusercontent.com/p/AF1QipMuTGPonqb2CS2iJv9QripxKIfdH9oL72tT99Pp=w92-h92-k-no
18,"Pecorino Bar & Trattoria Eldorado: Massas, Vinhos, Delivery, São Paulo SP",ChIJiSaYwMZXzpQRtZ4Qof31Oxc,0x94ce57c6c0982689:0x173bf5fda1109eb5,1674202156176023221,4.4,1311.0,,Italian restaurant,"Av. Rebouças, 3970 - loja 402 R - Pinheiros, São Paulo - SP, 05402-600, Brazil",-23.5725438,-46.6963098,Opens soon ⋅ 12 PM,,https://lh5.googleusercontent.com/p/AF1QipOZKAu_Ls9N-JVXLHQ8ikwVUHm31GqCx2lthPXU=w92-h92-k-no
19,Piccoli Cucina,ChIJ54jerSFXzpQR_m3FwZW1xZw,0x94ce5721adde88e7:0x9cc5b595c1c56dfe,11296634895134453246,4.4,784.0,,Italian restaurant,"R. Francisco Leitão, 272 - Pinheiros, São Paulo - SP, 05414-020, Brazil",-23.5621408,-46.6804466,Opens soon ⋅ 12 PM,,https://lh5.googleusercontent.com/p/AF1QipNoMYsxICpsBBhWqIGCRrEjLmJlCGLDvKr1yKqz=w138-h92-k-no
11,Petit Château,ChIJJWCYPP3j3JQRg4ObSW5azMM,0x94dce3fd3c986025:0xc3cc5a6e499b8383,14108751162372752259,4.5,1635.0,,Restaurant,"Av. Manoel Ribas, 5039 - Santa Felicidade, Curitiba - PR, 82400-000, Brazil",-25.4096867,-49.3221945,Closed ⋅ Opens 7 PM,"A romantic spot for fondue. Swiss cheese, filet mignon & other meat fondues, plus chocolate, dulce de leche & fruit fondues.",https://lh5.googleusercontent.com/p/AF1QipN2h7Ejrf2mvQewVwXHjxnyglbN-NqMOTqeAZFx=w142-h92-k-no
17,Paris 6,ChIJWSXW0MbQmwARS7s0Tf-4G9c,0x9bd0c6d0d62559:0xd71bb8ff4d34bb4b,15500185949177166667,4.4,5209.0,$$$,Bistro,"Av. Lúcio Costa, 3150 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-010, Brazil",-23.0100342,-43.3266337,Open ⋅ Closes 2 AM,"24-hr bistro with a trendy vibe. Open 24 hours a day, this 1920s-themed bistro serves French food & is decorated with iconic posters.",https://lh5.googleusercontent.com/p/AF1QipPRowX1cX-0KYXTiVKHw_a-XhOH1KtQu2tE5Brn=w163-h92-k-no
1,Restaurante Serafinni,ChIJOeQ6mVhD65QRTI5FTOJ-rBg,0x94eb4358993ae439:0x18ac7ee24c458e4c,1777935463311838796,4.6,156.0,$$$,Italian restaurant,"Av. Higienópolis, 445 - Jardim Higienopolis, Londrina - PR, 86020-080, Brazil",-23.313856,-51.1653142,Open ⋅ Closes 3 PM ⋅ Reopens 6:30 PM,,https://lh5.googleusercontent.com/p/AF1QipP5z1KHQmDx3sVnZX5yWKCI3juMFuUEMHX1yYDl=w194-h92-k-no
2,Porcini Trattoria,ChIJbUk1xHbk3JQRhSJEFeL8624,0x94dce476c435496d:0x6eebfce215442285,7992760011648672389,4.7,2431.0,$$$,Italian restaurant,"R. Buenos Aires, 277 - Batel, Curitiba - PR, 80250-070, Brazil",-25.4399526,-49.27957,Opens soon ⋅ 12 PM,"An upscale Italian restaurant. An elegant cantina with a fireplace, wine cellar & wine tastings serving ossobuco, risotto & more.",https://lh5.googleusercontent.com/p/AF1QipMb4azL9RfFJEot2yfLvWYvXVAffgRaRPgl8Roy=w122-h92-k-no
4,Anna Ristorante,ChIJhQvX8qnVmwARYjGwzIAWGCM,0x9bd5a9f2d70b85:0x23181680ccb03162,2528795933214257506,4.4,1044.0,$$$,Italian restaurant,"Av. Epitácio Pessoa, 214 - Ipanema, Rio de Janeiro - RJ, 22471-002, Brazil",-22.9840916,-43.2145105,Closed ⋅ Opens 6 PM,"Elegant eatery serving Italian recipes. Classic restaurant specializing in homemade seafood dishes, pasta & Italian desserts.",https://lh5.googleusercontent.com/p/AF1QipODtqQvOHRLx0sR_IBJZrYcedJdw7q1NnA8IZTA=w138-h92-k-no
10,Camarada Camarão,ChIJn42MVqLbmwARybdWK0VlpbI,0x9bdba2568c8d9f:0xb2a565452b56b7c9,12872806457662683081,4.5,1865.0,$$,Restaurant,"Av. das Américas, 7777 - Loja 334 / 335 / 336 / 350 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081, Brazil",-23.0016511,-43.3861753,Open ⋅ Closes 11 PM,"A fancy seafood restaurant. An elegant seafood restaurant that takes reservations online, known for its shrimp dishes.",https://lh5.googleusercontent.com/p/AF1QipNL6pe8iNni2tt1aft4pqhTBtIo9JEGufGZ63_d=w138-h92-k-no
11,A Sacristia Restaurante,ChIJMUgsrw_k3JQRsZ1YB7DU_cM,0x94dce40faf2c4831:0xc3fdd4b007589db1,14122677859006324145,4.5,581.0,$$,Italian restaurant,"R. João Manoel, 197 - São Francisco, Curitiba - PR, 80510-250, Brazil",-25.4244719,-49.2763898,Open ⋅ Closes 3:30 PM ⋅ Reopens 7 PM,"A cozy spot for steak & wine. An old sacristy with exposed brick & candlelit tables, serving filet mignon, shrimp & pasta.",https://lh5.googleusercontent.com/p/AF1QipNrunCsQAVMeekPzom5dCG_XT6jibyFPtXAuzn8=w122-h92-k-no
12,Restaurante Vila das Meninas,ChIJmxJQ26RXzpQR80eNHRR-xbs,0x94ce57a4db50129b:0xbbc57e141d8d47f3,13530359280364767219,4.7,582.0,$$$,Restaurant,"R. Padre Carvalho, 139 - Pinheiros, São Paulo - SP, 05427-100, Brazil",-23.5610132,-46.6963796,Opens soon ⋅ 12 PM,"A charming bistro with creative dishes. Charming bistro offering dishes with a combination of local flavors, plus classic caipirinhas.",https://lh5.googleusercontent.com/p/AF1QipPsEfhukL4elSg9qS3Fw65DSEH9ulaED0OQJ4Ix=w122-h92-k-no
15,Cantina do Piero il Vero,ChIJIzNTw9JZzpQRV7pK5d4-mGY,0x94ce59d2c3533323:0x66983edee54aba57,7392727915379210839,4.6,2571.0,$$,Italian restaurant,"Rua Haddock Lobo, 728 - Cerqueira César, São Paulo - SP, 01414-000, Brazil",-23.5587576,-46.6627285,Opens soon ⋅ 12 PM,Italian fare & checkered tablecloths. A traditionally decorated Italian restaurant with checkered tablecloths & sports teams' flags.,https://lh5.googleusercontent.com/p/AF1QipPYNob7bWlTBZYnvg_vx2cxCr_8rfue4seuJLJS=w80-h106-k-no
17,D'Artagnan,ChIJS2cf9GGXpgARXdJdruVzQ4g,0xa69761f41f674b:0x884373e5ae5dd25d,9818819042907902557,4.5,553.0,,Bistro,"Rua Tomás Gonzaga, 593 - Lourdes, Belo Horizonte - MG, 30180-143, Brazil",-19.9321736,-43.9446274,Opens soon ⋅ 12 PM,"Contemporary fare with a French twist. Diverse, contemporary cuisine with a French touch, including seasonal dishes, in an elegant setting.",https://lh5.googleusercontent.com/p/AF1QipMy5MSpv_O5g7zZXkILeQuAsjJ7S2oeNP9uxLsk=w137-h92-k-no
18,La Cantina dell'italiano,ChIJt6rNEuuKxZQR_CPO47YpRXg,0x94c58aeb12cdaab7:0x784529b6e3ce23fc,8666378923427111932,4.6,327.0,$$,Italian restaurant,"R. Gustavo Teixeira, 771 - Vila Independencia, Sorocaba - SP, 18140-323, Brazil",-23.5110802,-47.4703833,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipMcQ8oR8tPD6dTVkMc_DdovZ2dkhwmpQempMWOC=w122-h92-k-no
19,Aguzzo Cucina Italiana - Jardins,ChIJVy8my3xZzpQRALzJ9AvXqpQ,0x94ce597ccb262f57:0x94aad70bf4c9bc00,10712611110005619712,4.6,404.0,,Italian restaurant,"Rua Haddock Lobo, 1002 - Cerqueira César, São Paulo - SP, 01414-000, Brazil",-23.5604654,-46.6645977,Opens soon ⋅ 12 PM,,https://lh5.googleusercontent.com/p/AF1QipPl4BuU03YmMF8UxN_wkEVR_eXwJhPIjdHhGWX6=w80-h102-k-no
3,Macarronada Italiana,ChIJZ8nnr2i22JQRK5bua_gyy4o,0x94d8b668afe7c967:0x8acb32f86bee962b,10001143440050394667,4.6,1288.0,$$,Italian restaurant,"R. Dom Afonso, 160 - Vila Real, Balneário Camboriú - SC, 88337-070, Brazil",-27.0075208,-48.6239241,Open ⋅ Closes 4 PM ⋅ Reopens 7:30 PM,"Relaxed eatery serving Italian fare. Understated Italian restaurant with a bar offering pasta, risotto, meat dishes & desserts.",https://lh5.googleusercontent.com/p/AF1QipOhKk9RxiqGbhTXLywMFamU4BgJhcF7LZuB_Kxo=w80-h100-k-no
6,Restaurante Ile de France,ChIJNf4NZRLk3JQRVt5N3tnCDUg,0x94dce412650dfe35:0x480dc2d9de4dde56,5192020186421386838,4.6,208.0,$$$$,French restaurant,"Avenida do Batel, 1550 espace 4, Batel, Curitiba - PR, 80420-090, Brazil",-25.4421986,-49.288015,Opens soon ⋅ 12 PM,A quiet French restaurant. A typical quiet French restaurant with a large menu full of traditional French cuisine.,https://lh5.googleusercontent.com/p/AF1QipPTNvKfyi_ZlTBDncghU7w5py2fuV0bLEPVHxsn=w154-h92-k-no
9,Nyã Baoba,ChIJJQdJl9GbyJQRdMpyX0wvDCg,0x94c89bd197490725:0x280c2f4c5f72ca74,2885733466303023732,4.7,922.0,$$$,Restaurant,"R. Fortunato Faraone, 450 - Chacara Girassol, Americana - SP, 13465-660, Brazil",-22.7442141,-47.3373634,Open ⋅ Closes 12:30 AM,,https://lh5.googleusercontent.com/p/AF1QipMtz6prqwfs-UpEfBkPjCrVP1pq03M4AbHT-cHZ=w122-h92-k-no
10,Carlo Ristorante,ChIJ_747kobj3JQR9TENZtD5zRM,0x94dce386923bbeff:0x13cdf9d0660d31f5,1427071330406969845,4.6,3308.0,$$$,Restaurant,"Av. Iguaçu, 2820 - Água Verde, Curitiba - PR, 80240-031, Brazil",-25.4490886,-49.2883801,Open ⋅ Closes 3 PM ⋅ Reopens 7 PM,"A laid-back spot with a varied menu. A casual restaurant with a happy hour & music, serving meat, fish, pasta & sandwiches.",https://lh5.googleusercontent.com/p/AF1QipOgQ0gN-EC1SErOL_DYC6ZUTJR2qF1B2vVLFrKN=w80-h106-k-no
11,Kinoshita,ChIJs9_bqalZzpQRxKNPIObUrWk,0x94ce59a9a9dbdfb3:0x69add4e6204fa3c4,7614976629803033540,4.6,700.0,$$$$,Japanese restaurant,"R. Jacques Félix, 405 - Vila Nova Conceição, São Paulo - SP, 04509-000, Brazil",-23.5918539,-46.6712279,Opens soon ⋅ 12 PM,"Gourmet Japanese food & elegance. Japanese restaurant using kappo techniques, serving an upscale menu in a modern, elegant setting.",https://lh5.googleusercontent.com/p/AF1QipNiNVJIkC7KAXl8OS7Xd9DtP27IGFbQrbMV4pxy=w122-h92-k-no
12,Carmelo Restaurante,ChIJieedZYB_mQARhaEjeP68vx8,0x997f80659de789:0x1fbfbcfe7823a185,2287754936850817413,4.5,2572.0,$$,Restaurant,"R. Correia Dutra, 39 - Flamengo, Rio de Janeiro - RJ, 22210-050, Brazil",-22.928018,-43.1754967,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipPQCirkRIdgEVNHQjvr1LVAWCo4FpTmoMd4L6jT=w122-h92-k-no
13,Restaurante Topo do Mundo,ChIJgzDxFlS9pgARbLvJa0WME3U,0xa6bd5416f13083:0x75138c456bc9bb6c,8436240756784085868,4.3,2423.0,$$$$,Restaurant,"R. Sen. Milton Campos, 145 - Vila Castela, Nova Lima - MG, 34006-050, Brazil",-19.9868958,-43.9475299,Opens soon ⋅ 12 PM,"Upscale dining, cocktails & city views. Creative global cuisine & a cocktail bar at a romantic restaurant topping the Alta Vila tower.",https://lh5.googleusercontent.com/p/AF1QipNu5vh1_jD0tRbyjBJP63N3KLSN0BOQS3YyQB36=w80-h106-k-no
14,VENNE gastronomia mediterrânea,ChIJ0x_phMnQmwARnn2oW7dHIaA,0x9bd0c984e91fd3:0xa02147b75ba87d9e,11538582573142277534,4.1,544.0,$$,Mediterranean restaurant,"R. Dr. Sebastião de Aquino, 180 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-350, Brazil",-23.00114,-43.3080982,Open ⋅ Closes 10 PM,,https://lh5.googleusercontent.com/p/AF1QipNi-G-azrtWjHoYtimeZN4qWSX0gf2gKHvSW-Q4=w163-h92-k-no
15,Indaiá Restaurante,ChIJJ5jPyRWx2JQRi7PaMjaMOmI,0x94d8b115c9cf9827:0x623a8c3632dab38b,7078123928775472011,4.7,5938.0,$$$,Restaurant,"R. 900, 1300 - Sertãozinho, Itapema - SC, 88220-000, Brazil",-27.074877,-48.613086,Closed ⋅ Opens 6 PM,"Fondue eatery with dramatic valley views. Sweet & savory fondues & cocktails in a romantic, contemporary space with panoramic valley views.",https://lh5.googleusercontent.com/p/AF1QipMa9wL-NyiXTGiV-Qzw9HQpz9Z7epvay64SOjgS=w122-h92-k-no
16,Brown Sugar,ChIJ-Z5c2tZZzpQRTOawAUS9nfg,0x94ce59d6da5c9ef9:0xf89dbd4401b0e64c,17914682992533497420,4.5,968.0,$$$,Restaurant,"R. Padre João Manuel, 1055 - Jardins, São Paulo - SP, 01411-001, Brazil",-23.5661033,-46.6662961,Opens soon ⋅ 12 PM,"A modern, elegant bar & restaurant. Contemporary cuisine & appetizers in a modern, elegant restaurant, with an outdoor dining area.",https://lh5.googleusercontent.com/p/AF1QipOazN28aQYSw48Q63zgJAnQX-mG8Miu6B68jS9m=w122-h92-k-no
18,Gastrô Hub,ChIJwRm9mo-ZpgAR-1v7Uj_uiMA,0xa6998f9abd19c1:0xc088ee3f52fb5bfb,13873600607857368059,4.5,622.0,,Restaurant,"Av. do Contorno, 4667 - Serra, Belo Horizonte - MG, 30220-040, Brazil",-19.9342986,-43.9244989,Open ⋅ Closes 4 PM ⋅ Reopens 6 PM,"Warm venue serving steak & chicken. Cozy multi-cuisine restaurant offering comfort food meals, including steak & chicken dishes.",https://lh5.googleusercontent.com/p/AF1QipOutDosGer2iAkYm9TSRjONPcue8iOiwo_xQ7n_=w114-h92-k-no
19,Bracia Parrilla,ChIJGfSVeJFezpQRXFqKT2mcl-E,0x94ce5e917895f419:0xe1979c694f8a5a5c,16255633356137060956,4.6,2174.0,$$$,Argentinian restaurant,"R. Azevedo Soares, 1008 - Tatuape, São Paulo - SP, 03322-001, Brazil",-23.5492973,-46.5671005,Opens soon ⋅ 12 PM,"An Argentinean grill with tango shows. Argentinean & Uruguayan mixed grill, fish, pasta & risotto in a pleasant setting with tango shows.",https://lh5.googleusercontent.com/p/AF1QipOKLep-vfaI4kTtcoQ5fT6bT6sc-R_quVEbsnN8=w122-h92-k-no
8,Cantinella Restaurante Italiano,ChIJxy5H-WOtvZQRapPf6euxLJg,0x94bdad63f9472ec7:0x982cb1ebe9df936a,10965334819539489642,4.6,852.0,$$$,Italian restaurant,"R. Redentora, 2612 - Vila Redentora, São José do Rio Preto - SP, 15015-780, Brazil",-20.816768,-49.3916635,Open ⋅ Closes 2:30 PM ⋅ Reopens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipPVu8fqsQ3W0dX6TROlIFwaseQelMSL4diTtP-y=w137-h92-k-no
9,Palco dos 5 Sentidos,ChIJ9-Wy3Wvk3JQRRFA07FKMSqM,0x94dce46bddb2e5f7:0xa34a8c52ec345044,11766371264236900420,4.8,675.0,$$,Restaurant,"R. Barão do Rio Branco, 438 - Centro, Curitiba - PR, 80010-180, Brazil",-25.4340142,-49.2675616,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipOuLAN0WtWL4XuFy6LhKb-rQqROUiIfRlqVXdHN=w163-h92-k-no
10,Le Palmier Restaurante,ChIJcWiS0nBKzJQR9eNsGgsdHdU,0x94cc4a70d2926871:0xd51d1d0b1a6ce3f5,15356462237928449013,4.7,240.0,$$$$,Restaurant,"Av. Heitor Villa Lobos, 821 - Vila Ema, São José dos Campos - SP, 12243-260, Brazil",-23.2048289,-45.899058,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipOD8cNnk9lQnkqZ834cjsUgpzOK_CZVynd8Bxnw=w138-h92-k-no
11,Gabbiano,ChIJkajlbxPamwARbuw1MZFI6X8,0x9bda136fe5a891:0x7fe948913135ec6e,9216977900823506030,4.7,781.0,$$$,Italian restaurant,"Shopping Barra Garden, Av. das Américas, 3255 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-002, Brazil",-23.0011369,-43.3432722,Opens soon ⋅ 12 PM,"Renowned Italian haute cuisine. Modern restaurant, with an Ospitalità Italiana rating, serving classic, creative, gourmet dishes.",https://lh5.googleusercontent.com/p/AF1QipOAP-2FXGjig-V1BPKiRTcipHoTIKX9VqiBGM7y=w137-h92-k-no
14,Taberna Livorno,ChIJpV2dLDKRpgARfkYp4t-QaJg,0xa691322c9d5da5:0x986890dfe229467e,10982186982589417086,4.6,696.0,$$$,Bistro,"Av. Pres. Tancredo Neves, 2309 - Castelo, Belo Horizonte - MG, 31330-430, Brazil",-19.8891927,-43.993721,Closed ⋅ Opens 7 PM,"Elegant spot for international fare. Modern restaurant with a happy hour, serving upscale cuisine & wine—ideal for a romantic dinner.",https://lh5.googleusercontent.com/p/AF1QipPw3Dt9SFPy2LDaXGSnBgvsA610YU4KopjoZ04W=w122-h92-k-no
20,Terrazza Rooftop,ChIJ3XJYt7ZRzpQRfqhRIwZYskg,0x94ce51b6b75872dd:0x48b258062351a87e,5238346099970910334,4.2,4532.0,$$$$,Restaurant,"R. Francisco Tramontano, 101 - Real Parque, São Paulo - SP, 05686-010, Brazil",-23.6157511,-46.7016886,Open ⋅ Closes 2 AM,"Pasta & sushi in upscale surrounds. Seafood pasta, sushi platters & creative cocktails in a clubby atmosphere with expansive city views.",https://lh5.googleusercontent.com/p/AF1QipMbE5gB-JagDnBRrTDc7dPm70RimJqIrkJsvjPA=w81-h92-k-no
4,Zucco Ristorante,ChIJ5VwdOdRZzpQRFj-zQwbHldM,0x94ce59d4391d5ce5:0xd395c70643b33f16,15246310943252234006,4.6,1636.0,$$$,Italian restaurant,"732/21, Rua Haddock Lobo, 1416 - Cerqueira César, São Paulo - SP, 01414-002, Brazil",-23.5631629,-46.6674624,Opens soon ⋅ 12 PM,"Italian food in a modern setting. A modern, cozy restaurant with an extensive menu of Italian dishes & a comprehensive wine list.",https://lh5.googleusercontent.com/p/AF1QipPGqElGbCA3xWKYqaZhkyCfPRrRbwYB9USz-RDC=w137-h92-k-no
9,La Nonna di Lucca,ChIJ2XV7sgZazpQRy5PfKa_CzUE,0x94ce5a06b27b75d9:0x41cdc2af29df93cb,4741660040268583883,4.5,6496.0,$$$,Italian restaurant,"R. Gaivota, 689 - Moema, São Paulo - SP, 04522-031, Brazil",-23.6024042,-46.6662943,Opens soon ⋅ 12 PM,A laid-back Italian family cantina. A casual Italian restaurant serving delicious traditional dishes in a cozy setting.,https://lh5.googleusercontent.com/p/AF1QipMo1Zd-61eSF4mVeOfsIMtExYVjR357KO1nltLf=w80-h106-k-no
12,La Nonna di Lucca,ChIJZ8FGDARXzpQRZE9mRUl6OMA,0x94ce57040c46c167:0xc0387a4945664f64,13850955109093494628,4.5,3171.0,$$$,Italian restaurant,"R. Ferreira de Araújo, 445 - Pinheiros, São Paulo - SP, 05428-001, Brazil",-23.5615895,-46.6978021,Opens soon ⋅ 12 PM,,https://lh5.googleusercontent.com/p/AF1QipPi-eVZGdHSvOVrm5vxrB9Yq-ZR_0DX3R1TYBS6=w92-h92-k-no
14,DES Cucina,ChIJYV72a-RXzpQRMTLGRAueHkE,0x94ce57e46bf65e61:0x411e9e0b44c63231,4692361633002304049,4.6,879.0,$$$,Italian restaurant,"Rua Desembargador do Vale, 233 - Perdizes, São Paulo - SP, 05010-040, Brazil",-23.5327597,-46.6836783,Opens soon ⋅ 12 PM,,https://lh5.googleusercontent.com/p/AF1QipO-jLagYbVUVJQxRcigYWlu86dK0pP3HeG1KIN3=w136-h92-k-no
17,Ciao Vino & Birra,ChIJW_OoJZVZzpQRhDHlU_O8B4Q,0x94ce599525a8f35b:0x8407bcf353e53184,9513780491114066308,4.5,891.0,$$,Italian restaurant,"R. Tutóia, 451 - Paraíso, São Paulo - SP, 04007-002, Brazil",-23.5747634,-46.6505168,Opens soon ⋅ 12 PM,"Cantina with a terrace & Italian fare. This cantina offers traditional Italian dishes, wine & a beer list in a cozy space with a terrace.",https://lh5.googleusercontent.com/p/AF1QipN0nDh_b5WnrOmY3HdmHdi5_iEajk88iOdcVPo0=w80-h106-k-no
18,Chalezinho,ChIJh6PtUk9RzpQRx7jyv_Mv4M8,0x94ce514f52eda387:0xcfe02ff3bff2b8c7,14979025084578183367,4.6,8825.0,$$$$,European restaurant,"Rua Itapimirum, 11 - Morumbi, São Paulo - SP, 05716-090, Brazil",-23.6304986,-46.7337792,Closed ⋅ Opens 6 PM,"Fondue restaurant in an intimate setting. Romantic spot specializing in fondues & also offering other hot dishes, plus an extensive wine list.",https://lh5.googleusercontent.com/p/AF1QipNiGDMHfag62uxim-fl-apY2MkKV7DveGTnLt5X=w138-h92-k-no
19,Jam Jardins Japanese Cusine,ChIJYf6J99RZzpQRf3fl_75cZes,0x94ce59d4f789fe61:0xeb655cbeffe5777f,16962065546967611263,4.7,1801.0,$$$,Japanese restaurant,"R. Bela Cintra, 1929 - Cerqueira César, São Paulo - SP, 01415-007, Brazil",-23.5619744,-46.6674702,Closed ⋅ Opens 12:30 PM,"Japanese food with art & music. Sophisticated Japanese eatery with tropical-style décor, art exhibits & musical performances.",https://lh5.googleusercontent.com/p/AF1QipNLKdn86BVcCrkAr2-0pulia3HeUn84mv84EouI=w80-h106-k-no
1,Le Jazz,ChIJQ_-Kpn9XzpQR_hobiIBJP5w,0x94ce577fa68aff43:0x9c3f4980881b1afe,11258798409837648638,4.6,2039.0,$$,Brasserie,"R. Dr. Melo Alves, 734 - Cerqueira César, São Paulo - SP, 01417-010, Brazil",-23.5630108,-46.672758,Opens soon ⋅ 12 PM,"Multiregional cuisine in a cozy bistro. Contemporary & innovative cuisine in a cozy, charming bistro restaurant.",https://lh5.googleusercontent.com/p/AF1QipNtzfEavO16r0KJA7Hs49Smpj90ULRqLeDYp_N7=w204-h92-k-no
