Estabelecimento_ID,ZonaSP,Endereço,Latitude,Longitude
ChIJBbIthzFazpQR-jM3h2MQuNI,Sul,"R. Domingos de Morais, 2564 - Vila Mariana, São Paulo - SP, 04036-100, Brazil",-23.5991633,-46.6371041
ChIJzYJc9KRdzpQRznM-Xz6hbhA,Leste,"Av. Reg. Feijó, 1644 - Vila Reg. Feijó, São Paulo - SP, 03342-000, Brazil",-23.5624705,-46.5614508
ChIJO5tee1z1zpQRTysnAoHBX4w,Outro,"R. Nove de Julho, 42 - Centro, Guarulhos - SP, 07010-040, Brazil",-23.4675582,-46.5313415
ChIJS8BAGmlYzpQR8jyO1hTYnhM,Centro,"51, Alameda Ribeiro da Silva, 49 - Campos Elíseos, São Paulo - SP, 01217-010, Brazil",-23.5294457,-46.6444068
ChIJVZxFAkFfzpQRfxWfEkKbHJc,Leste,"R. Tamarataca, 132 - Alto da Mooca, São Paulo - SP, 03119-010, Brazil",-23.5641103,-46.5918976
ChIJTby-5NBZzpQRIajgri1jKiM,Oeste,"Alameda Min. Rocha Azevedo, 1041 - Jardins, São Paulo - SP, 01410-003, Brazil",-23.5659379,-46.663886
ChIJBz4deG1XzpQRLvJM4WuhIYY,Oeste,"Av. Brg. Faria Lima, 2232 - Jardim Paulistano, São Paulo - SP, 01452-001, Brazil",-23.5771637,-46.6888699
ChIJ_8kO7WdXzpQR3PfbLkyJ1kY,Oeste,"R. Pedroso Alvarenga, 1061 - Itaim Bibi, São Paulo - SP, 04531-012, Brazil",-23.5825422,-46.6805856
ChIJdeojhxhYzpQRsJxmXAaGi1Q,Centro,"Rua Tupi, 844 - Santa Cecilia, São Paulo - SP, 01233-000, Brazil",-23.5386915,-46.6634648
ChIJgcSqh9NZzpQR4qBYOYYfDZg,Oeste,"Rua Haddock Lobo, 1159 - Cerqueira César, São Paulo - SP, 01414-002, Brazil",-23.5617645,-46.665434
ChIJc42_vVBZzpQR0C6Qi2JXcLc,Sul,"Rua Pirapora, 218 - Vila Mariana, São Paulo - SP, 04008-060, Brazil",-23.581554,-46.6521096
ChIJd6CJxC9dzpQR_M39P4ai8Js,Leste,"Tatuapé, São Paulo - SP, 03342-000, Brazil",-23.5614832,-46.560666
ChIJj8FRXDNXzpQR1HfCI3lHjfY,Oeste,"R. Natingui, 1520 - Pinheiros, São Paulo - SP, 05443-002, Brazil",-23.5594378,-46.6992151
ChIJr3MLl_hZzpQRnchgrzUKZbU,Centro,"R. Pará, 252 - Consolação, São Paulo - SP, 01243-020, Brazil",-23.5484306,-46.6600385
ChIJ_9HsaHBXzpQRrs4rj21YsK4,Oeste,"R. Jerônimo da Veiga, 129 - Itaim Bibi, São Paulo - SP, 04536-000, Brazil",-23.581413,-46.6802105
ChIJJ1d4-E9RzpQRuY08drPJILg,Sul,"Morumbi Town Shopping, Av. Giovanni Gronchi, 5930 - Vila Andrade, São Paulo - SP, 05724-002, Brazil",-23.6319763,-46.7373939
ChIJ_WbyrrNZzpQRdcH3nG-KM4c,Centro,"Av. Paulista, 1230 - 4ºANDAR - Bela Vista, São Paulo - SP, 01310-901, Brazil",-23.563522,-46.6526872
ChIJdXILodVfzpQRnh878i_xc4c,Leste,"R. Mal. Barbacena, 62 - Tatuapé, São Paulo - SP, 03333-000, Brazil",-23.553586,-46.5782374
ChIJieeTHHhZzpQRRuNTgXLxflw,Centro,"R. Rui Barbosa, 168 - Bela Vista, São Paulo - SP, 04109-040, Brazil",-23.5569674,-46.6457557
ChIJ98mN1dZezpQRfpsF239ykCg,Leste,"Av. Celso Garcia, 2728 - Tatuapé, São Paulo - SP, 03063-000, Brazil",-23.5361124,-46.5859472
ChIJ58rCGyRfzpQRUw51t-JbVHM,Leste,"R. Visc. de Inhomerim, 1109 - Mooca, São Paulo - SP, 03120-001, Brazil",-23.560988,-46.5937152
ChIJ63cKpc9bzpQR67hDq5mI4lM,Sul,"Rua Itaipu, 13 - Mirandópolis, São Paulo - SP, 04052-010, Brazil",-23.6108763,-46.638874
ChIJ00w-uqRTzpQRxW3Bciz9vnM,Sul,"R. Altino Alves de Abreu, 423 - Parque Santo Antônio, São Paulo - SP, 05822-000, Brazil",-23.6663404,-46.7538117
ChIJMZlv4IZXzpQR_yaLj7QXWwM,Oeste,"R. Artur de Azevedo, 637 - Cerqueira César, São Paulo - SP, 05404-011, Brazil",-23.5606746,-46.6781586
ChIJcTypeZ5hzpQRJXyv50iwkck,Leste,"R. São Serapião, 215 - Vila Ré, São Paulo - SP, 03664-000, Brazil",-23.528941,-46.5001014
ChIJHcWgrt5YzpQRANw0J2xAWaI,Leste,"Rua Itapiraçaba, 231 - Brás, São Paulo - SP, 03025-050, Brazil",-23.5346368,-46.6081372
ChIJm_UrpE1jzpQRwLH4M0noqE4,Leste,"Av. Barão de Alagoas, 391 - Itaim Paulista, São Paulo - SP, 08120-000, Brazil",-23.4987464,-46.3948132
ChIJ9citoL5XzpQR41ricaLJ-nQ,Oeste,"R. Delfina, 110 - Vila Madalena, São Paulo - SP, 05443-010, Brazil",-23.5542662,-46.6936492
ChIJw4P6HO1czpQRalDV9YuRsiA,Outro,"R. Goitacazes, 33 - Centro, São Caetano do Sul - SP, 09510-110, Brazil",-23.6142958,-46.5701368
ChIJEXEjYoRXzpQRIC6zANtGdLk,Oeste,"R. Mário Dias, 188 - Jardim Trussardi, São Paulo - SP, 05519-110, Brazil",-23.5880666,-46.7303027
ChIJg4Za0WFYzpQRc1nVNaco4cQ,Centro,"R. Rodolfo Miranda, 110 - Bom Retiro, São Paulo - SP, 01121-010, Brazil",-23.5255839,-46.6322956
ChIJv5LTzCJZzpQRpwUKaFq7CIA,Leste,"R. Ipanema, 70 - Brás, São Paulo - SP, 03164-200, Brazil",-23.5495834,-46.6109896
ChIJS9kgv1JZzpQRXq1AI6oAnrk,Leste,"Rua Guaimbé, 322 - Alto da Mooca, São Paulo - SP, 03118-030, Brazil",-23.5637511,-46.5945213
ChIJSTkZQ5lXzpQR1Q_3yb169WY,Oeste,"R. Baltazar Carrasco, 66 - Pinheiros, São Paulo - SP, 05426-060, Brazil",-23.5644646,-46.6931279
ChIJJ-QqxHtZzpQRYRjlr-alIro,Centro,"R. Basílio da Cunha, 156 - Aclimação, São Paulo - SP, 01544-000, Brazil",-23.577053,-46.6262
ChIJqTaebHpZzpQRANwrrUjfQfM,Centro,"R. Heitor Peixoto, 143 - Aclimação, São Paulo - SP, 01543-000, Brazil",-23.5746033,-46.6257883
ChIJy31wrbBezpQReHAzPaVPTUU,Leste,"R. Fernando Falcão, 96 - Vila Claudia, São Paulo - SP, 03181-000, Brazil",-23.554746,-46.5842619
ChIJCZPUZVJYzpQRqkQBg3DkkVA,Centro,"R. Cel. Xavier de Toledo, 254 - República, São Paulo - SP, 01048-000, Brazil",-23.5474164,-46.6406273
ChIJP3zfMXlZzpQRNQThpl2xMpE,Sul,"Av. Engenheiro Luís Gomes Cardim Sangirardi, 71 - Vila Mariana, São Paulo - SP, 04112-080, Brazil",-23.5794525,-46.6288614
ChIJ25ygiMJYzpQRkBugMSr5ycI,Leste,"R. Cachoeira, 1566 - Pari, São Paulo - SP, 03024-000, Brazil",-23.5287488,-46.6120213
ChIJq6r6s5hgzpQR1Z2zEA4-EGs,Leste,"R. Itinguçu, 377 - Loja 2 - Vila Ré, São Paulo - SP, 03658-010, Brazil",-23.5235655,-46.511219
ChIJ28nueDxazpQRn2hzwr5zByM,Sul,"Av. Dr. Altino Arantes, 989 - Vila Clementino, São Paulo - SP, 04042-034, Brazil",-23.6028892,-46.6465692
ChIJKe5tQFJYzpQRY_gOiRLypCE,Centro,"R. Conselheiro Crispiniano, 39 C - República, São Paulo - SP, 01037-000, Brazil",-23.5465837,-46.6403202
ChIJK79TyshbzpQR_zQvWEORDk4,Sul,"Rua Embuaçu, 631 - Vila Mariana, São Paulo - SP, 04118-080, Brazil",-23.5969851,-46.6236342
ChIJtdW_L_pVzpQRgX6d4FcOvVo,Oeste,"R. Prof. Herbert Baldus, 195 - Cidade São Francisco, São Paulo - SP, 05339-020, Brazil",-23.5572195,-46.7556027
ChIJSU06AhVYzpQRBdsP0EMOV3o,Centro,"Av. Angélica, 56 - Santa Cecilia, São Paulo - SP, 01228-000, Brazil",-23.5333976,-46.6533307
ChIJte3gGjNYzpQR1LDmpj5Q_gw,Centro,"Rua Haddock Lobo, 71 - Cerqueira César, São Paulo - SP, 01414-001, Brazil",-23.554696,-46.6580436
ChIJ4cIfUhBFzpQRXrjgeq46MRk,Sul,"R. Guaicuri, 202 - Missionária, São Paulo - SP, 04425-000, Brazil",-23.6925009,-46.6436855
ChIJb8ToI6JdzpQRXZWVFeazWo0,Leste,"R. Edmundo Juventino Fuentes, 32 - Parque Tomas Saraiva, São Paulo - SP, 03694-230, Brazil",-23.5855323,-46.5369369
ChIJ7_kbPh72zpQR1EkvyGo5KE4,Norte,"R. Iapucanin, 59 - Vila Paiva, São Paulo - SP, 02073-020, Brazil",-23.5001468,-46.6091575
ChIJV9sc-k5hzpQRGz5IgAgB0bY,Leste,"Rua Francisco de Sousa Queiroz, 599 - Vila Rio Branco, São Paulo - SP, 03874-100, Brazil",-23.5125002,-46.4950401
ChIJaYqI_678zpQRST_lp3KT334,Oeste,"Ao lado do, nº 06, R. Joaquim Antônio Arruda, s/n - Perus, São Paulo - SP, 05206-000, Brazil",-23.4061371,-46.755094
ChIJCzD9sT1azpQRY0kCH9hijDA,Centro,"R. Antônio Tavares, 122 - Cambuci, São Paulo - SP, 01542-010, Brazil",-23.5714061,-46.6253878
ChIJn3AnnZNbzpQR9T_t8TEfXuE,Sul,"R. Dom Bernardo Nogueira, 78 - Vila Gumercindo, São Paulo - SP, 04134-000, Brazil",-23.6057546,-46.6269853
ChIJUSys3YpXzpQRRrxFL1ooACs,Oeste,"R. Cardoso de Almeida, 1547 - Perdizes, São Paulo - SP, 05013-001, Brazil",-23.5433412,-46.6725191
ChIJY_ZBuYFazpQRULMlU8P88ic,Sul,"Avenida Santa Catarina, 334 11)50340235 / (11) 985599595, Vila Mascote, São Paulo - SP, 04635-001, Brazil",-23.6396599,-46.6691949
ChIJQZqAW3BZzpQRxJaQZ9mYSxI,Centro,"Av. Lacerda Franco, 1034 - Aclimação, São Paulo - SP, 15360-000, Brazil",-23.5717627,-46.6242375
ChIJS1JYly1czpQRQ5e0EyMoReY,Leste,"Av. Montemagno, 616 - Jardim Analia Franco, São Paulo - SP, 03371-000, Brazil",-23.567698,-46.5583313
ChIJ0yyeAp9TzpQR4Q3jEYR83RI,Oeste,"Rua Francisco Marson, 46 - Jardim Monte Kemel, São Paulo - SP, 05634-160, Brazil",-23.6016393,-46.7426736
ChIJN5TH0NhjzpQRafsy6V1EJcQ,Leste,"R. Cembira - Vila Curuçá Velha, São Paulo - SP, 08032-010, Brazil",-23.5099524,-46.4292369
ChIJfY1HzjpZzpQRCvD-dya_GNA,Centro,"R. Anhaia, 1020 - Bom Retiro, São Paulo - SP, 01130-000, Brazil",-23.5216672,-46.6463781
ChIJ-XqBuVb2zpQRuWGlW3IMX6g,Norte,"Av. Eng. Caetano Álvares, 7.600 - Imirim, São Paulo - SP, 02413-200, Brazil",-23.4728201,-46.6259644
ChIJx74ep_VZzpQRrh_oHoY-F2A,Centro,"Rua Peixoto Gomide, 202 - Jardim Paulista, São Paulo - SP, 01409-000, Brazil",-23.5556486,-46.6556692
ChIJzWtAcndezpQR9wWrov0aNdg,Leste,"Av. Guilherme Giorgi, 642 - Vila Carrao, São Paulo - SP, 03422-000, Brazil",-23.5520293,-46.5443261
ChIJeQl_hP5XzpQRCp_fwG7Y8w4,Oeste,"Rua Teixeira e Sousa - Água Branca, São Paulo - SP, 05003-050, Brazil",-23.5269891,-46.674936
ChIJcdZ6_U1kzpQR4MHmZWM0vP0,Leste,"R. Belmiro Valverde, 149 - Guaianases, São Paulo - SP, 08450-050, Brazil",-23.5419785,-46.4110378
ChIJv_QgF4X3zpQRB49rUABETCg,Norte,"Av. Direitos Humanos, 72 - sala 1 - Imirim, São Paulo - SP, 02475-000, Brazil",-23.4860511,-46.6518838
ChIJezZy3PpZzpQRFrNF0FetmDY,Centro,"R. da Consolação, 2324 - Consolação, São Paulo - SP, 01302-001, Brazil",-23.5546994,-46.6619853
ChIJocZDJbJZzpQRIArN-HLJKgI,Centro,"R. Prof. Laerte Ramos de Carvalho - Bela Vista, São Paulo - SP, 01325-030, Brazil",-23.5554877,-46.6433279
ChIJjePfjUlbzpQRUFggPuQGaUo,Sul,"Av. Aratãs, 801 - Moema, São Paulo - SP, 04081-004, Brazil",-23.6118781,-46.6595769
ChIJ77ionn9ZzpQR4_46w6ZRS6g,Sul,"R. Manuel de Paiva, 337 - Vila Mariana, São Paulo - SP, 04106-020, Brazil",-23.5846226,-46.6349858
ChIJNRIp0alZzpQRmPopgc5UqX4,Centro,"R. Francisco Justino de Azevedo, 105 - Aclimação, São Paulo - SP, 01534-010, Brazil",-23.5628466,-46.6237945
ChIJHz4TP_dZzpQRHRDbI2KBM4U,Sul,"R. Cônego Januário, 87 - Ipiranga, São Paulo - SP, 04201-050, Brazil",-23.5746853,-46.6066775
ChIJMdjzfBFdzpQRD-aDFlNnvxo,Leste,"Av. Renata, 501 - Vila Olinda, São Paulo - SP, 03377-000, Brazil",-23.5746708,-46.5412708
ChIJzZ5lG75ZzpQRl7LuBecvews,Centro,"R. da Consolação, 2336 - Consolação, São Paulo - SP, 01302-001, Brazil",-23.5547993,-46.6621508
ChIJVVXj7HH4zpQRROY7ud6rQMU,Oeste,"R. Vespasiano, 1260 - Vila Romana, São Paulo - SP, 05044-050, Brazil",-23.533947,-46.6949344
ChIJbeceIH5ZzpQRjku4-nhOWts,Centro,"R. Jaraguá, 432 - Bom Retiro, São Paulo - SP, 01131-000, Brazil",-23.5231002,-46.6447559
ChIJWW320c1ezpQR2kMMBT1MBZQ,Leste,"R. Brg. Morais, 51 - Belenzinho, São Paulo - SP, 03302-010, Brazil",-23.5440452,-46.5890814
ChIJH5N9hnxZzpQRxM3kuQnVsVE,Centro,"R. Treze de Maio, 118 - Bela Vista, São Paulo - SP, 01327-000, Brazil",-23.5541283,-46.6469564
ChIJ5yoTaHZfzpQRZRwf0U9y-YY,Leste,"R. Serra de Botucatu, 1049 - Vila Gomes Cardim, São Paulo - SP, 03317-000, Brazil",-23.5424705,-46.5618018
ChIJ88zNbjdnzpQRedF02ur19pw,Leste,"Rua Saturnino de Sousa, 324 - Vila Nhocuné, São Paulo - SP, 03561-090, Brazil",-23.5462791,-46.4935876
ChIJt_qlk5VezpQRI_UXmBwUsew,Leste,"R. Tuiuti, 2719 - Tatuapé, São Paulo - SP, 03307-005, Brazil",-23.5494444,-46.5733333
ChIJMwxlWMZZzpQRdhbgRuoNs-8,Centro,"R. Scuvero, 295 - Cambuci, São Paulo - SP, 01527-000, Brazil",-23.5641545,-46.6267882
ChIJO9UwR7dbzpQRK4j6Qf_m5xk,Sul,"R. Vig. Albernaz, 454 - Vila Gumercindo, São Paulo - SP, 04134-021, Brazil",-23.6054492,-46.623409
ChIJMcPlp6pozpQRKn1PWqGDWiE,Leste,"Av. Ragueb Chohfi - Jardim Três Marias, São Paulo - SP, 08380-330, Brazil",-23.5947296,-46.4403413
ChIJm5EdhPD2zpQRok26E-b29wY,Norte,"R. Maria Amália Lopes Azevedo, 222 - Vila Albertina, São Paulo - SP, 02350-000, Brazil",-23.4607746,-46.6218439
ChIJnWh-tRZPzpQRY0sbswLgbU0,Sul,"Ao lado da estação Grajaú, R. Francesco Geminiani, 49 - Parque Brasil, São Paulo - SP, 04843-010, Brazil",-23.7364749,-46.6959287
ChIJAbkRldxXzpQRqj1aD5Dp3H4,Oeste,"R. Mourato Coelho, 1144 - Vila Madalena, São Paulo - SP, 05417-002, Brazil",-23.5579794,-46.6913015
ChIJM30Q3TX1zpQR-SwQJ7abYJY,Outro,"R. Tapajós, 258 - Jardim Barbosa, Guarulhos - SP, 07111-340, Brazil",-23.4639084,-46.5260488
ChIJ6bNcZCz2zpQRF-ukKUYylJ8,Norte,"R. Fernando Sandreschi, 67-185 - Santana, São Paulo - SP, 02013-020, Brazil",-23.5026961,-46.6290555
ChIJja8LgWlhzpQR1gpfDoT0Eqw,Leste,"Av. Ten. Laudelino F.do Amaral, 506 - Vila Jacuí, São Paulo - SP, 08060-065, Brazil",-23.502294,-46.4535134
ChIJ6aBt4mxRzpQRTn810X8Obq8,Sul,"Av. Maria Coelho Aguiar, 58 - Jardim São Luís, São Paulo - SP, 05805-000, Brazil",-23.6457587,-46.7303151
ChIJlR06fuxJzpQRZtSnO0tlw_E,Sul,"Av. Antonio Carlos Benjamin dos Santos, 3100 - Jardim Myrna, São Paulo - SP, 04856-070, Brazil",-23.7644019,-46.6967544
ChIJ247pnZRgzpQRjYQsgBLwdCU,Leste,"Estr. de Mogi das Cruzes, 158 - Jardim Três Marias, São Paulo - SP, 03890-100, Brazil",-23.5151808,-46.4979597
ChIJ5RFfj8lnzpQRjiwaREtmRDs,Norte,"R. Maria Cândida, 2186 - Vila Guilherme, São Paulo - SP, 02071-003, Brazil",-23.5099422,-46.5954649
ChIJ4wUDShH2zpQRkFi5-P18MCM,Norte,"Av. Gen. Ataliba Leonel, 3253 - Parada Inglesa, São Paulo - SP, 02242-001, Brazil",-23.4875949,-46.6075865
ChIJT22HX8VczpQRHRX0xkXDu3Q,Outro,"R. Guia Lopes, 27 - Osvaldo Cruz, São Caetano do Sul - SP, 09571-050, Brazil",-23.6290842,-46.5654691
ChIJEUAu739ZzpQRdodm4d4akCY,Leste,"R. Padre Raposo, 73 - Mooca, São Paulo - SP, 03118-000, Brazil",-23.5576657,-46.5996615
ChIJGUh2-HhdzpQRV8L9yMKrYb8,Sul,"R. Auriverde, 933 - Vila Independencia, São Paulo - SP, 04222-001, Brazil",-23.5956417,-46.5914646
ChIJsS-Y0_pbzpQRYOoN3oXDvis,Centro,"R. Augusta, 1371 - 2° Andar - Consolação, São Paulo - SP, 01305-100, Brazil",-23.556017,-46.6576109
ChIJZQCoWzlnzpQRwVn1i_cpso4,Leste,"Av. Manuel Pímentel, 29 - Praça do Madalena, São Paulo - SP, 03983-020, Brazil",-23.6082945,-46.5103898
ChIJFc3KTllZzpQRfxh9avxmKJo,Oeste,"Alameda Santos, 1083 - Cerqueira César, São Paulo - SP, 01419-002, Brazil",-23.565874,-46.6534439
ChIJNfNXjXpXzpQRTbSTGuVTFzY,Oeste,"Rua José Jannarelli, 308 - Jardim Progredior, São Paulo - SP, 05615-000, Brazil",-23.5874545,-46.7183156
ChIJ4_OJZtVZzpQRJ-K7Wj6pLvM,Oeste,"Av. Santa Marina, 950 - Água Branca, São Paulo - SP, 05036-000, Brazil",-23.5164212,-46.6902038
ChIJ_2eIgYVfzpQR8e7b2TwnpEc,Leste,"R. Pimenta Bueno, 461 - Belenzinho, São Paulo - SP, 03060-000, Brazil",-23.5405249,-46.5871672
ChIJwZ0wo_z5zpQRtvw9BKiE1gc,Oeste,"Av. Marquês de São Vicente, 3001 - Água Branca, São Paulo - SP, 05037-040, Brazil",-23.515676,-46.689663
ChIJAwCBDb3_zpQR-DYaFK-O6Vw,Outro,"R. Maria Quintina dos Santos, 715 - Jardim California, Osasco - SP, 06122-190, Brazil",-23.5460088,-46.7980346
ChIJ6bJEcC9UzpQRv1fg3AxU22M,Oeste,"R. Lauro Freire, 584 - Vila Sonia, São Paulo - SP, 05527-170, Brazil",-23.597779,-46.7533729
ChIJlVTIqupPzpQRUbRiEiKaiHc,Sul,"Av. Pres. João Goulart, 1133 - Jardim Malia II, São Paulo - SP, 04821-010, Brazil",-23.7214732,-46.6883611
ChIJN8J0TX9dzpQRNZkom2ZUd4s,Leste,"R. Augusta Colombo Fortes - Jardim Porteira Grande, São Paulo - SP, 03917-020, Brazil",-23.586327,-46.520305
ChIJcRBLTJRZzpQRd7pDjToDLOA,Centro,"Av. Nove de Julho, 1971 - Bela Vista, São Paulo - SP, 01313-001, Brazil",-23.5584658,-46.6534398
ChIJKY5IBPL5zpQRvYhHF72WRBk,Oeste,"Parque Belem, São Paulo - SP, 02850-120, Brazil",-23.4605467,-46.6856982
ChIJxWOB2wdVzpQRzXa0pOc782M,Outro,"R. José Lourenço de Morães, 33 - Jardim Santa Cecilia, Taboão da Serra - SP, 06767-360, Brazil",-23.6221303,-46.7878294
ChIJa94K4upfzpQRep-faixHWkw,Leste,"R. Padre Adelino, 569 - Quarta Parada, São Paulo - SP, 03303-000, Brazil",-23.5448275,-46.5886482
ChIJn3xC64L4zpQRqmcl5BeH4Is,Leste,"R. Alfaia, 60 - Alto da Lapa, São Paulo - SP, 05468-060, Brazil",-23.5405394,-46.587161
ChIJL8JY2r_3zpQRiZtgeWbzc9A,Norte,"R. Joaquim Couto, 17 - Imirim, São Paulo - SP, 02467-050, Brazil",-23.493422,-46.6472365
ChIJcTPK77tXzpQRgpMb5azSjzY,Oeste,"Av. Comendador Alberto Bonfiglioli, 248A - Butantã, São Paulo - SP, 05593-000, Brazil",-23.580637,-46.7362089
ChIJ3-cvqMxYzpQRiEgZFEiq2Jg,Norte,"R. Itaúna, 146 - Vila Maria, São Paulo - SP, 02117-000, Brazil",-23.5201352,-46.5937844
ChIJ0fJ7mJVZzpQRy-jv0oPJ02s,Oeste,"R. Padre João Manuel, 730 - Cerqueira César, São Paulo - SP, 01417-020, Brazil",-23.5636516,-46.6643537
ChIJfUlx_Sz4zpQR6iy-vDkSgGc,Norte,"R. Dr. Márcio da Costa Bueno, 228 - Jardim Primavera, São Paulo - SP, 02756-110, Brazil",-23.4851801,-46.6759577
ChIJ_x-I6xz2zpQRcHAKBz3bKgM,Norte,"Av. Júlio Buono, 2416 - Vila Gustavo, São Paulo - SP, 02201-002, Brazil",-23.4809265,-46.5866733
ChIJobDUXeT9zpQRPyy9dO4NVPU,Outro,"R. Padre Cícero Romão Batista, 222 - Parque Imperial, Barueri - SP, 06462-010, Brazil",-23.4888656,-46.8129431
ChIJgzP1vVlVzpQRECtOT08X3W0,Outro,"R. Henrique de Moraes Camargo, 116 - Santa Cecilia, Taboão da Serra - SP, 06767-320, Brazil",-23.620045,-46.7882382
ChIJxWHp78f1zpQRPmYpPAeDBDE,Outro,"R. Vanderlei Pretini, 104 - Parque Continental, Guarulhos - SP, 07085-290, Brazil",-23.4238686,-46.5522427
ChIJf4PgC7ZZzpQR2fQimyRlnqE,Centro,"R. Luís Coelho, 166 - Consolação, São Paulo - SP, 01309-000, Brazil",-23.5567619,-46.6590366
ChIJQb9nn8NZzpQRLsj8KbHlpyY,Centro,"R. Sen. Feijó, 102 - Sé, São Paulo - SP, 01006-000, Brazil",-23.5504422,-46.6353622
ChIJf2gIIrlXzpQRRB_gIQgB5yA,Oeste,"R. Natingui, 700 - Vila Madalena, São Paulo - SP, 05443-000, Brazil",-23.5529797,-46.6959652
ChIJY6SBfGtZzpQR2EDpclarLKA,Centro,"Rua Augusta, 747 Boxe 4, Consolação, São Paulo - SP, 01305-100, Brazil",-23.5527477,-46.6529208
ChIJu9Bldd1ZzpQRtrHTQiS9f_Q,Oeste,"Alameda Itu, 1306 - Cerqueira César, São Paulo - SP, 01421-001, Brazil",-23.5594768,-46.6642699
ChIJpTrf0TVazpQRW3Dme_9-RFw,Sul,"Rua Luís Góis, 878 - Mirandópolis, São Paulo - SP, 04043-050, Brazil",-23.6039645,-46.6361499
ChIJX5huFyH4zpQRr2yl3kEatP0,Norte,"Av. Dep. Emílio Carlos, 367 - Limao, São Paulo - SP, 02721-000, Brazil",-23.5011116,-46.6737203
ChIJ3bg_6yj2zpQRR8JQmR02FZM,Norte,"R. Ezequiel Freire, 374 - Santana, São Paulo - SP, 02034-001, Brazil",-23.5029002,-46.62341
ChIJB77fe3NPzpQR914pxH4Mhpw,Sul,"Av. Manuel Alves Soares, 350 - Parque Colonial, São Paulo - SP, 04821-270, Brazil",-23.7243476,-46.6877538
ChIJwxtQ1pdZzpQRRKKMhgYB6Xs,Centro,"R. Treze de Maio, 1947 - Bela Vista, São Paulo - SP, 01327-001, Brazil",-23.5705144,-46.6435664
ChIJwwyGXYRezpQR4Ru_8zaywZk,Leste,"R. Eleonora Cintra, 332 - Jardim Analia Franco, São Paulo - SP, 03337-000, Brazil",-23.5552602,-46.5616799
ChIJDbzfJORXzpQR07tv0jWmBV0,Oeste,"R. Caraíbas, 307 - Perdizes, São Paulo - SP, 05020-000, Brazil",-23.5308064,-46.6811317
ChIJvewoyNv5zpQRXE0BUnCg91s,Norte,"Shopping Castelo, Av. Dep. Emílio Carlos, 1789 - Limão, São Paulo - SP, 02721-100, Brazil",-23.4913651,-46.6763557
ChIJuWn2w2VbzpQRh6sCXUgqFig,Sul,"Av. Miruna, 1372 - Indianópolis, São Paulo - SP, 04084-005, Brazil",-23.6192399,-46.656082
ChIJe-L14shZzpQRiaEVxkzNE5I,Centro,"Rua Barão de Iguape, 158 - Liberdade, São Paulo - SP, 01507-000, Brazil",-23.5585624,-46.6354491
ChIJVaOH9dD_zpQR_qRupGJUpxM,Oeste,"Rua Madre Maria Villac, 207A - Jardim Marisa, São Paulo - SP, 05108-190, Brazil",-23.509172,-46.7548959
ChIJx4k8a6BZzpQRIEASUBqajTU,Norte,"Vila Guilherme, São Paulo - SP, 02076-000, Brazil",-23.5070728,-46.5999727
ChIJJRcfCDNdzpQR-mMomU45hV4,Outro,"Alameda Cassaquera, 420 - Barcelona, São Caetano do Sul - SP, 09560-100, Brazil",-23.6259866,-46.5549882
ChIJzfrMiStfzpQR3NbyYgdS2FE,Leste,"R. Tuiuti, 1092 - Tatuapé, São Paulo - SP, 03081-015, Brazil",-23.5349692,-46.5756581
ChIJNempNLtdzpQRs_aswvNpO9k,Leste,"Av. Monsenhor Antônio Castro, 809 - Jardim Vila Formosa, São Paulo - SP, 03461-000, Brazil",-23.5702572,-46.5295193
ChIJNwduOzRbzpQRdyX5WiEiq78,Outro,,-23.6824124,-46.5952992
ChIJQWJtTe1ZzpQRTWPMTA-ulDs,Oeste,"R. Augusta, 2052 - Cerqueira César, São Paulo - SP, 01412-000, Brazil",-23.5601015,-46.6625847
ChIJhW6NIPNXzpQRC7JNY4yD-Cc,Oeste,"R. Caiubi, 749 - Perdizes, São Paulo - SP, 05010-000, Brazil",-23.5384553,-46.6749117
ChIJyRFFAhRZzpQRbpPkt9flt5w,Sul,"Rua Eça de Queiroz, 44 - Vila Mariana, São Paulo - SP, 04011-030, Brazil",-23.5782137,-46.6414285
ChIJsTkjljtYzpQRwjE82dwHGXk,Centro,"Shopping Pátio, R. Dr. Veiga Filho, 133 - Higienópolis, São Paulo - SP, 01238-000, Brazil",-23.5418681,-46.657903
ChIJ8ayUtYJfzpQRUT7z0L1Nywk,Centro,"Av. Brigadeiro Luís Antônio, 1740 - Bela Vista, São Paulo - SP, 01318-002, Brazil",-23.563649,-46.6462418
ChIJ3-Pcb09YzpQRnqqCVE_A32Y,Centro,"R. Aurora, 949 - República, São Paulo - SP, 01219-000, Brazil",-23.5428446,-46.6445958
ChIJFcmRfUdYzpQRqHN1CrHPUoU,Centro,"R. Jaguaribe, 244 - Consolação, São Paulo - SP, 01224-000, Brazil",-23.5415772,-46.6502479
ChIJJUy725dZzpQRvPhol6fFRDw,Centro,"R. Treze de Maio, 1947 - 132 - Bela Vista, São Paulo - SP, 01327-001, Brazil",-23.570675,-46.643177
ChIJP_joNYBZzpQRJkQJfp8_Hk0,Centro,"R. Cel. Xavier de Toledo, 23 - República, São Paulo - SP, 01048-000, Brazil",-23.5465723,-46.6389127
ChIJD9J5XFJYzpQRN0QlVfTEMQg,Centro,"R. Sete de Abril, 47 - República, São Paulo - SP, 01048-000, Brazil",-23.5473349,-46.640074
