title,place_id,rating,reviews,price,type,ZonaSP,address,latitude,longitude,open_state,description,thumbnail,sunday,monday,tuesday,wednesday,thursday,friday,saturday,inicio,fim,aberto_dia_util(%),aberto_final_de_semana(%),madrugada,manha,tarde,noite,inicio_periodo,fim_periodo,dine_in,takeout,delivery,drive_through,Cluster
Restaurante com sabor,ChIJo4x2dUeVpgARrYIaf79Ie4M,4.5,,5,brazilian restaurant,Outro,"R. Maria Augusta Belém, 55 - Vila Belem, Contagem - MG, 32015-100, Brazil",-19.9189732,-44.0958851,Closed ⋅ Opens 10 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipM--rXnoZCR1IYva8jmJkl50zRlu7TccW1E6fQt=w163-h92-k-no,0,1,1,1,1,1,1,10.0,14.5,100.0,66.7,0.0,32.0,36.0,0.0,manha,tarde,1,1,1,0,13.0
Restaurante Arab,ChIJy5tHa1HVmwARfdibi2SjLH4,4.3,1444.0,2,middle eastern restaurant,Outro,"Av. Ataulfo de Paiva, 1060 - Leblon, Rio de Janeiro - RJ, 22440-033, Brazil",-22.9849888,-43.2260375,Open ⋅ Closes 12 AM,Refined Arab restaurant with a terrace. Arab eatery offering a lunch buffet & a-la-carte dinner in a cozy setting with outdoor seating.,https://lh5.googleusercontent.com/p/AF1QipPEVL84UvA-A3WAq_J_6k13nbRtvBXDJ9OAeTgI=w122-h92-k-no,1,1,1,1,1,1,1,11.5,24.0,100.0,100.0,0.0,7.0,100.0,85.0,manha,noite,1,1,0,0,3.0
Vikings,ChIJOXntC2l-mQARIlpUW0uAFaM,4.4,5992.0,1,fast food restaurant,Outro,"R. Alm. João Cândido Brasil, 86 - Maracanã, Rio de Janeiro - RJ, 20550-162, Brazil",-22.9187171,-43.2354425,Open ⋅ Closes 1 AM,"Steakhouse & burger joint. Casual & simple Scandinavian cuisine with grilled meats, side dishes & gourmet hamburgers.",https://lh5.googleusercontent.com/p/AF1QipPMyV3TLf03uzda40V7pigTR8V_Wk20KCjonWBW=w122-h92-k-no,1,0,1,1,1,1,1,18.0,1.0,75.0,100.0,0.0,0.0,13.0,85.0,tarde,madrugada,1,1,0,0,5.0
Torre Café Colonial,ChIJ1esNHUMyGZURvcfmkZAgDzA,4.0,4462.0,1,restaurant,Outro,"Av. das Hortênsias, 2174 - Vila Suica, Gramado - RS, 95670-000, Brazil",-29.3793278,-50.8694954,Closed ⋅ Opens 10 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipNIJCCek0nVfDaMIGiYCAAUfwgyiM_ygkf9JJOz=w122-h92-k-no,1,0,1,1,1,1,1,10.0,18.0,75.0,100.0,0.0,32.0,87.0,0.0,manha,tarde,1,1,1,0,5.0
Amado,ChIJYVCliowEFgcRAo-uw-6Dcdc,4.6,1812.0,3,seafood restaurant,Outro,"Av. Lafayete Coutinho, 660 - Comercio, Salvador - BA, 40015-160, Brazil",-12.9784389,-38.5172832,Open ⋅ Closes 10 PM,"Waterfront locale for refined seafood. High-end venue for modern Brazilian seafood dishes, plus a terrace with sunset views over the bay.",https://lh5.googleusercontent.com/p/AF1QipO2RvOwsXx4gMBnlsMJHFoPuHWmZKW4-aS1fh2l=w122-h92-k-no,1,1,1,1,1,1,1,12.0,22.0,100.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,1,1,0,15.0
Cabaña Las Lilas,ChIJ7yoB8i01o5URXijw57yzW0U,4.3,7574.0,3,barbecue restaurant,Outro,"Av. Alicia Moreau de Justo 516, C1107 CABA, Argentina",-34.6038114,-58.3668969,Open ⋅ Closes 12 AM,"Popular fixture for grilled meats & fish. Lively, comfortable steakhouse offering ribs, pork cuts, grilled salmon & octopus, plus desserts.",https://lh5.googleusercontent.com/p/AF1QipP2NFTjUPkVxpRb0OWPuZ_1Q0VNrk-rz4-rpRzL=w137-h92-k-no,1,1,1,1,1,1,1,12.0,16.0,100.0,100.0,0.0,0.0,58.0,0.0,tarde,tarde,1,0,1,0,1.0
Los Jardines,ChIJ6ekShTqrt5URUlRPaS2_Pvc,4.3,6472.0,1,restaurant,Outro,"S2000 Rosario, Santa Fe, Argentina",-32.934148,-60.6433216,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipPSVbQV2eCwxsa_FNmRHcLEdZ8eJnleVd7PyNHz=w122-h92-k-no,1,0,1,1,1,1,1,9.0,24.0,75.0,100.0,0.0,49.0,100.0,85.0,manha,noite,1,1,0,0,10.0
Restaurant Vista al Mar,ChIJl6f_ms7CiZYRxtPDPbh2_90,4.2,448.0,2,restaurant,Outro,"Av. Borgoño 21270, Concón, Valparaíso, Chile",-32.9298022,-71.5398251,Open ⋅ Closes 10 PM,,https://lh5.googleusercontent.com/p/AF1QipOMDUXhdcte824YeE_EMc3UnEvbyf0ZT_uOKJ5v=w138-h92-k-no,1,1,0,1,1,1,1,13.0,22.0,75.0,100.0,0.0,0.0,86.0,51.0,tarde,noite,1,1,0,0,5.0
Tucson Restaurant,ChIJGbzz0ry1vJURzdcERvynKEA,4.2,3424.0,1,restaurant,Outro,"Av. del Libertador 4241, C1426 CABA, Argentina",-34.5677418,-58.4281648,Open ⋅ Closes 1:30 AM,,https://lh5.googleusercontent.com/p/AF1QipNrYyCjBwnUQRoMS9StgfF55uPJ5uHo8UjBNbj1=w122-h92-k-no,1,1,1,1,1,1,1,18.0,1.5,100.0,100.0,0.0,0.0,13.0,85.0,tarde,madrugada,1,0,1,0,8.0
MÖOI Larrea,ChIJW_nhC5nKvJURlaZPNt2Cr6o,4.1,3257.0,2,restaurant,Outro,"Larrea 1541, C1117ABO CABA, Argentina",-34.5896482,-58.3982542,,"Hip café for global eats & baked goods. Trendy hangout with outdoor seating offering housemade treats, snacks, global meals & waffles.",https://lh5.googleusercontent.com/p/AF1QipMf4-KeE7xyraTblaAHkuIQpiFIJ8JabC0RDTa5=w80-h96-k-no,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,1,0,0,
Con Vista Al Mar,ChIJRzZjyNn_0YURwxOtlhq8r1w,4.2,141.0,5,seafood restaurant,Outro,"C. Río Lerma 159, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",19.4285442,-99.1690562,,,https://lh5.googleusercontent.com/p/AF1QipM2WuF3bR5xseR4QXRB2amHxaHhd5p9khVen8DD=w122-h92-k-no,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,1,1,0,
A La Vista,ChIJDdKcHrmBMpQRYXy3wyZ8EjE,4.8,295.0,1,restaurant,Outro,"Cam. del Cuadrado 1315, Córdoba, Argentina",-31.1550692,-64.3103399,Open 24 hours,,https://lh5.googleusercontent.com/p/AF1QipMXicKYBECIm1nOuUdq0eNBBFbecuu4dM0GcJew=w80-h106-k-no,1,1,0,0,0,0,1,12.0,24.0,25.0,66.7,0.0,0.0,100.0,85.0,tarde,noite,1,0,0,0,15.0
Picalagartos Sky Bar & Restaurant,ChIJzTx9xdUpQg0RXohiLY_8diY,4.2,3748.0,2,restaurant,Outro,"C/ Gran Vía, 21, 28013 Madrid, Spain",40.4197791,-3.7012213,Closed ⋅ Opens 12 PM,Contemporary Spanish food & city views. Creative cocktails & modern Spanish food at a chic rooftop locale with views of Gran Via esplanade.,https://lh5.googleusercontent.com/p/AF1QipPj6up1SdCwmlHF6q8wrUVFhvcq2omNpRV_l606=w80-h106-k-no,1,1,1,1,1,1,1,13.0,1.5,100.0,100.0,0.0,0.0,86.0,85.0,tarde,madrugada,1,0,0,0,1.0
El Mayor,ChIJF_L6AjP50YURKgf9s7RHkqI,4.5,6347.0,1,mexican restaurant,Outro,"República de Argentina 15, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06020 Ciudad de México, CDMX, Mexico",19.4358087,-99.1316135,Closes soon ⋅ 6:30 PM ⋅ Opens 9 AM Sun,"Chic Mexican restaurant with a terrace. Airy spot offering upmarket Mexican cuisine, plus a terrace with Metropolitan Cathedral views.",https://lh5.googleusercontent.com/p/AF1QipOyxkF_xoY7xkecfg8_E0pw527Sr9QfD2Kjjyng=w122-h92-k-no,1,1,1,1,1,1,1,9.0,12.0,100.0,100.0,0.0,49.0,0.0,0.0,manha,tarde,1,1,0,0,1.0
El Viajero,ChIJ3RyHM9YnQg0RDiSnCw1oQxo,3.7,7034.0,1,restaurant,Outro,"Pl. de la Cebada, 11, 28005 Madrid, Spain",40.4116602,-3.710201,Closes soon ⋅ 2 AM ⋅ Reopens 10:30 AM,"Tapas & cocktails on a buzzing terrace. Brunch, tapas & cocktails at a lively corner bar with a sidewalk patio & an open-air roof deck.",https://lh5.googleusercontent.com/p/AF1QipPfA4Kk1jNnbOmWxmkr7J8EhP4SLxkbuFJQ_XiP=w80-h106-k-no,1,0,1,1,1,1,1,13.0,2.0,75.0,100.0,0.0,0.0,86.0,85.0,tarde,madrugada,1,1,0,0,1.0
Osaka,ChIJnYL9Lyg1o5UR1uxr2-ZKHjo,4.5,2440.0,3,japanese restaurant,Outro,"Los Molinos Building, Juana Manso 1164, C1107 CBX, Buenos Aires, Argentina",-34.611018099999995,-58.3624892,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipM-Meedylf_P7wa7lWmx2QQy9R-qs5WmX9l4BKm=w80-h106-k-no,1,1,1,1,1,1,1,12.5,16.0,100.0,100.0,0.0,0.0,51.0,0.0,tarde,tarde,1,1,1,0,2.0
La Sabina,ChIJMUcy-sL40YURwwD9o-xf4oo,4.4,1218.0,1,bar,Outro,"C. Sabino 255, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, Mexico",19.4533343,-99.1590223,Open ⋅ Closes 10 PM,,https://lh5.googleusercontent.com/p/AF1QipP_nXv-sBaj46OHLuizM4vw0pFFIHZIcEQ04P9x=w122-h92-k-no,1,0,1,1,1,1,1,14.0,22.5,75.0,100.0,0.0,0.0,71.0,59.0,tarde,noite,1,1,0,0,3.0
Restaurant Vista Al Mar,ChIJ7ZMfB8sWYpYRVjZK34TIuCE,4.2,260.0,5,restaurant,Outro,"a,, Av. Isidoro Dubournais 120, El Quisco, Valparaíso, Chile",-33.3959607,-71.6945133,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipMFPZ0J4qkuy432GPC7y6U1cxzynLBWOhLCuPV7=w80-h106-k-no,1,1,1,1,1,1,1,11.0,23.0,100.0,100.0,0.0,15.0,100.0,68.0,manha,noite,1,1,0,0,12.0
Restaurant La Antigua,ChIJLU29pfqxKIQRXxGmpN0UlSI,4.2,947.0,1,mexican restaurant,Outro,"C. Morelos 371 A, Centro, 44100 Guadalajara, Jal., Mexico",20.67653,-103.347649,Open ⋅ Closes 11 PM,"Buffet meals, coffee & cathedral views. Popular restaurant with a buffet & balconies overlooking the cathedral, serving Guadalajaran dishes.",https://lh5.googleusercontent.com/p/AF1QipOcSG_yd5_QhBe3rW53Kwt2wFJa8EiQJnorgjl0=w122-h92-k-no,1,1,1,1,1,1,1,8.0,23.0,100.0,100.0,0.0,66.0,100.0,68.0,manha,noite,1,1,1,0,4.0
Vista Hermosa (Itchimbía),ChIJOYFjG4qZ1ZERMVfti9rypAY,4.5,2301.0,1,restaurant,Outro,"Manuel Samaniego, Quito 170136, Ecuador",-0.2200218,-78.50311769999999,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipOGfgmIHK47hjxyt0fJsFZop84unCvj_bMZbIJ2=w137-h92-k-no,1,1,1,1,1,1,1,13.0,24.0,100.0,100.0,0.0,0.0,86.0,85.0,tarde,noite,1,1,0,0,6.0
Mirante Restaurante,ChIJy8Z8m20VzpQRrL8Yj834TPE,4.4,3889.0,1,restaurant,Outro,"Rodovia Caminho do Mar, 6623 - Km 34,5 - Riacho Grande, São Bernardo do Campo - SP, 09834-010, Brazil",-23.8019165,-46.4969033,Closed ⋅ Opens 11 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipMyA9ZBsB2bIYz8hri59hrAatX-g51dPwsUv3Zq=w122-h92-k-no,1,1,1,1,1,1,1,11.0,17.0,100.0,100.0,0.0,15.0,72.0,0.0,manha,tarde,1,1,0,0,10.0
BistroMAC,ChIJO8PjkO-DmQARCWsqrdzaVaw,4.5,1609.0,2,bakery,Outro,"Subsolo Museu de Arte Contemporanea de Niterói Praça Mirante de Boa Viagem, s/n, Mirante da Boa Viagem, s/nº - Boa Viagem, Niterói - RJ, 24210-390, Brazil",-22.9077485,-43.1258216,Closed ⋅ Opens 9 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipPcfszJ14s59kX5LRSMu4dqtCkwWQbNFyKTIr9j=w159-h92-k-no,1,0,1,1,1,1,1,9.0,18.0,75.0,100.0,0.0,49.0,87.0,0.0,manha,tarde,1,1,1,0,11.0
Mirante do Carmo Restaurante,ChIJ3Q7uyJ5nzpQRYnDHQN9zb9w,4.5,587.0,1,restaurant,Leste,"Av. Maria Luiza Americano, 1732 - Cidade Líder, São Paulo - SP, 08275-001, Brazil",-23.5672568,-46.474459,Open ⋅ Closes 11:30 PM,,https://lh5.googleusercontent.com/p/AF1QipOzOkqdnuC_Tq1aqIyq-27tOqubbZ2gT1d5vyL1=w163-h92-k-no,1,0,1,1,1,1,1,12.0,23.5,75.0,100.0,0.0,0.0,100.0,76.0,tarde,noite,1,1,0,0,13.0
NOSSO,ChIJL_m2lQXVmwAR6NMoyBojgy4,4.6,870.0,1,restaurant,Outro,"R. Maria Quitéria, 91 - Ipanema, Rio de Janeiro - RJ, 22410-040, Brazil",-22.9833517,-43.2071758,Open ⋅ Closes 12:30 AM,"Bright spot for ceviche & cocktails. Restaurant/bar serving rum cocktails & seafood dishes like ceviche in a colorful, modern space.",https://lh5.googleusercontent.com/p/AF1QipPKcXUaj1e_-ciqrI2K3SMIPF7csdTLYHBQfh8r=w163-h92-k-no,1,0,1,1,1,1,1,18.5,24.5,75.0,100.0,0.0,0.0,6.0,93.0,tarde,noite,1,1,1,0,6.0
Restaurante Dhomus,ChIJberU6ZxXzpQRSDsWQ8Yn7og,4.0,68.0,5,restaurant,Oeste,"R. Amauri, 27 - Jardim Europa, São Paulo - SP, 01448-000, Brazil",-23.5798729,-46.6809388,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipNW4jtbREZJ6snE_Yb4YKrLgpaVJaqp5pxctspm=w80-h106-k-no,1,0,1,1,1,1,1,12.0,24.0,75.0,100.0,0.0,0.0,100.0,85.0,tarde,noite,1,1,0,0,11.0
Restaurante Anexo Praia Búzios,ChIJ01NMJfr_lgARj23WDZgbB2w,4.7,1376.0,2,restaurant,Outro,"Porto da Barra, Av. José Bento Ribeiro Dantas, 2900 - Loja 11 - Manguinhos, Búzios - RJ, 28950-000, Brazil",-22.7691655,-41.9114678,Open ⋅ Closes 10 PM,,https://lh5.googleusercontent.com/p/AF1QipOtz1a0t5_k8hrHZVDrNWTXMmOVW8NaDN0bJcx8=w92-h92-k-no,1,1,0,1,1,1,1,12.0,22.0,75.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,1,0,0,5.0
Sal Gastronomia - Cidade Jardim,ChIJwWp6ezBXzpQRvkE1rZjELM8,4.6,3022.0,5,restaurant,Oeste,"Av. Magalhães de Castro, 12000 - Cidade Jardim, São Paulo - SP, 05502-001, Brazil",-23.5992379,-46.6974704,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipNoT_yMgtoXmja7fHVbUfmKcXned1o7Y3EfreyX=w138-h92-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Acqua,ChIJvY4sbV5_0pQRHHh4f7iu9cY,4.6,430.0,3,seafood restaurant,Outro,"Al Antonio José Marques, 2000 - Praia de Camburí, São Sebastião - SP, 11600-000, Brazil",-23.7755164,-45.6586104,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipPywEIf5NIvzaIrvp0OTJioE5sKXyfolj9bZZJ1=w122-h92-k-no,1,1,1,1,1,1,1,13.0,23.0,100.0,100.0,0.0,0.0,86.0,68.0,tarde,noite,1,1,0,0,6.0
vista 365,ChIJGy_sg9NQzpQRLT8IZlbjWnU,4.4,175.0,2,restaurant,Oeste,"R. Min. Nelson Hungria, 577 - Vila Tramontano, São Paulo - SP, 05690-050, Brazil",-23.612866,-46.7037415,Open ⋅ Closes 10:30 PM,,https://lh5.googleusercontent.com/p/AF1QipMj5Hhr__CRNM559rYbnT2MRmaLaebty8LKIAV2=w149-h92-k-no,1,1,1,1,1,1,1,12.0,22.5,100.0,100.0,0.0,0.0,100.0,59.0,tarde,noite,1,1,0,0,14.0
"Camarada Camarão Shopping Cidade São Paulo: Camarões, Peixes, Happy Hour, Restaurante, São Paulo SP",ChIJlYzOp9lZzpQRsgQfSrC7_60,4.3,438.0,2,restaurant,Centro,"Av. Paulista, 1230 - Bela Vista, São Paulo - SP, 01310-100, Brazil",-23.563522,-46.6526872,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipPJlJRJoPSJ-mwSa4MNeSLsf5WQV5j0YGrI1Ros=w80-h119-k-no,1,1,1,1,1,1,1,11.5,23.0,100.0,100.0,0.0,7.0,100.0,68.0,manha,noite,1,1,0,0,5.0
Terraço Paulista,ChIJQ2IvWbhZzpQRgfzuzU9o13A,4.4,361.0,1,restaurant,Centro,"R. São Carlos do Pinhal, 200 - Bela Vista, São Paulo - SP, 01313-000, Brazil",-23.5650341,-46.6494776,Closed ⋅ Opens 7 AM Mon,"Elegant restaurant with extensive menu. Gourmet cuisine with vegetarian pasta dishes, in an upscale setting with covered terrace area.",https://lh5.googleusercontent.com/p/AF1QipNwNbyszBJK4KnVioOv073hAX8K_LSTeAIFxilw=w128-h92-k-no,0,1,1,1,1,1,1,19.0,10.5,100.0,66.7,0.0,0.0,0.0,85.0,noite,manha,1,1,0,0,3.0
Reserva Rooftop,ChIJ-4sXpP75zpQRIsrVKX3Op54,3.9,83.0,5,restaurant,Oeste,"Em frente ao Portão 2, Rua Marc Chagall, Parque - Jardim das Perdizes, São Paulo - SP, 05036-170, Brazil",-23.5185189,-46.6822351,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipNDQ9CBJui96M0eN55W4PZ04hITKa7SZrD03Deg=w138-h92-k-no,1,0,1,1,1,1,1,12.0,15.0,75.0,100.0,0.0,0.0,43.0,0.0,tarde,tarde,1,1,0,0,9.0
Restaurante Artes Bela Vista,ChIJWRTVdLxZzpQR78-uCY8xf-c,4.5,350.0,1,brazilian restaurant,Centro,"R. Carlos Sampaio, 48 - Bela Vista, São Paulo - SP, 01333-021, Brazil",-23.5662721,-46.6452455,Closed ⋅ Opens 12 PM Sun,"Informal restaurant with a terrace. Traditional neighborhood restaurant with an outdoor seating area, offering home-cooked food.",https://lh5.googleusercontent.com/p/AF1QipMpQKeNNvNpOJwSjP5ASfCuwLAXWmLGlWB-iA--=w92-h92-k-no,1,1,1,1,1,0,1,12.0,16.0,100.0,66.7,0.0,0.0,58.0,0.0,tarde,tarde,1,1,1,0,9.0
Outback Steakhouse,ChIJ4QWFcMhZzpQR_Vp1rfOEx84,4.6,10811.0,2,restaurant,Centro,"Av. Paulista, 1230 - Bela Vista, São Paulo - SP, 01310-100, Brazil",-23.5635493,-46.6528737,Open ⋅ Closes 12 AM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipNS217f2R_2adpSqnqwtHe6JpCaPwQiTJbq8ucN=w122-h92-k-no,1,1,1,1,1,1,1,11.5,24.0,100.0,100.0,0.0,7.0,100.0,85.0,manha,noite,1,1,0,0,3.0
Mexilhão,ChIJY1LSzLZZzpQRyNdygaIpRTo,4.4,1254.0,2,seafood restaurant,Centro,"R. Treze de Maio, 626 - Bela Vista, São Paulo - SP, 01327-000, Brazil",-23.5586745,-46.6465211,Open ⋅ Closes 12 AM,"A rustic seafood restaurant. A restaurant specializing in seafood & fish, with rustic, nautical decor in a spacious setting.",https://lh5.googleusercontent.com/p/AF1QipM6wyeAn1oli1qOdg2Xsc26GTj3G4YWx-m-LX3v=w122-h92-k-no,1,1,1,1,1,1,1,12.0,24.0,100.0,100.0,0.0,0.0,100.0,85.0,tarde,noite,1,1,0,0,4.0
Restaurante Mancini,ChIJl0MlbYxZzpQROAOyGf15cGg,4.7,247.0,5,restaurant,Centro,"R. Avanhandava, 115 - Bela Vista, São Paulo - SP, 01312-000, Brazil",-23.5506167,-46.6454024,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipOOSAXnw68TIV6NowTKNHPSTPxrKIy0b9QL3eIa=w122-h92-k-no,1,1,1,1,1,1,1,11.5,24.0,100.0,100.0,0.0,7.0,100.0,85.0,manha,noite,1,1,0,0,8.0
Cantina 14 Julho,ChIJyQBhTbJZzpQRFAoez_rOYLo,4.5,2055.0,1,italian restaurant,Centro,"R. Quatorze de Julho, 76 - Bela Vista, São Paulo - SP, 01324-040, Brazil",-23.5544148,-46.6438537,Open ⋅ Closes 10 PM,,https://lh5.googleusercontent.com/p/AF1QipOrbqOSuXr26zMXrdxMVKuEzKKQGYw9lEf2rxM=w163-h92-k-no,1,0,1,1,1,1,1,11.5,22.0,75.0,100.0,0.0,7.0,100.0,51.0,manha,noite,1,1,0,0,5.0
Kome Restaurante Japonês,ChIJ_Uj4bIz_zpQR9tLR8IfWCPY,4.5,1302.0,1,japanese restaurant,Centro,"R. São Miguel, 24 - Bela Vista, São Paulo - SP, 13472-270, Brazil",-23.554891,-46.654902,Open ⋅ Closes 11 PM,"A modest spot for Japanese cuisine. Japanese food, such as specialty combo dishes, served in a simple setting with Asian décor.",https://lh5.googleusercontent.com/p/AF1QipMQZ4Aw0SQ20U7YaO-zF4Wv8GTy9za5wlgqGMJC=w124-h92-k-no,1,1,1,1,1,1,1,12.0,15.0,100.0,100.0,0.0,0.0,43.0,0.0,tarde,tarde,1,1,0,0,8.0
Restaurante Zé do Peixe,ChIJUwS5XbFZzpQRlbthaBBx7qw,4.4,114.0,0,restaurant,Centro,"R. Rui Barbosa, 181 - Bela Vista, São Paulo - SP, 01326-010, Brazil",-23.5570798,-46.6452928,Closed ⋅ Opens 1 PM Sun,,https://lh5.googleusercontent.com/p/AF1QipN4IuyEnj9zZ44DddYx7oHeK_fLGlxE-xoOkrt8=w80-h106-k-no,1,1,1,1,1,1,1,11.0,20.0,100.0,100.0,0.0,15.0,100.0,17.0,manha,noite,1,1,0,0,1.0
Osteria Generale,ChIJzzHeXrlZzpQRO731LSDui34,4.6,4469.0,2,italian restaurant,Centro,"R. Dr. Fausto Ferraz, 163 - Bela Vista, São Paulo - SP, 01333-030, Brazil",-23.565854,-46.6466457,Open ⋅ Closes 12 AM,"A family spot for Italian food. This spot serves diverse Italian fare & wine in a spacious, laid-back family setting.",https://lh5.googleusercontent.com/p/AF1QipPTGAEJwUGiu-Q6DYhekWo9Q_T6TidDJuLRrdNa=w163-h92-k-no,1,1,1,1,1,1,1,11.0,16.0,100.0,100.0,0.0,15.0,58.0,0.0,manha,tarde,1,1,0,0,0.0
Restaurante Puro Sabor Viaduto,ChIJ6x31cE1YzpQRUi02WHkDTBY,4.4,235.0,5,brazilian restaurant,Centro,"Viaduto Nove de Julho, 146 - Bela Vista, São Paulo - SP, 01050-060, Brazil",-23.548917,-46.6422328,Closed ⋅ Opens 11:30 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipM7JzoG7xcIxCzBQlG4Aug08CFD3G8dzx70Nz_t=w163-h92-k-no,0,1,1,1,1,1,1,11.5,15.5,100.0,66.7,0.0,7.0,51.0,0.0,manha,tarde,1,1,0,0,9.0
21 Grill Bela Vista,ChIJnUOeUqxZzpQRpQgf_J95FGo,4.5,176.0,5,buffet restaurant,Centro,"R. Francisca Miquelina, 82 - Bela Vista, São Paulo - SP, 01316-000, Brazil",-23.5527473,-46.6391121,Closed ⋅ Opens 11 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipPlH1cqSBV8rVPkG_mfiX2X7HKqPZgL0SbEkLgA=w80-h142-k-no,0,1,1,1,1,1,0,11.0,15.0,100.0,33.3,0.0,15.0,43.0,0.0,manha,tarde,1,1,0,0,1.0
Do Sertão,ChIJU6_n9rRZzpQRQdxUzoB0ouU,4.4,564.0,1,restaurant,Centro,"R. Santo Antônio, 1184 - Bela Vista, São Paulo - SP, 01314-001, Brazil",-23.5550053,-46.6480972,Open ⋅ Closes 2 AM,,https://lh5.googleusercontent.com/p/AF1QipPTU9lNE2iUNYTFIKNgPkcM-9EobGmkul9pteXJ=w92-h92-k-no,1,1,1,1,1,1,1,11.0,2.0,100.0,100.0,0.0,15.0,100.0,85.0,manha,madrugada,1,1,0,0,7.0
Coco Bambu Conceito Pátio Paulista,ChIJyeXlAAtZzpQRIhbWntaBqEs,4.8,3109.0,2,restaurant,Centro,"R. Treze de Maio, 1933 - Bela Vista, São Paulo - SP, 01327-001, Brazil",-23.5703998,-46.6434977,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipPMfhCTvI3e0VylY61YWfOyAhMcF4BVctiQ5cWr=w101-h92-k-no,1,1,1,1,1,1,1,11.5,24.0,100.0,100.0,0.0,7.0,100.0,85.0,manha,noite,1,1,0,0,3.0
Saracura Gastrobar,ChIJBbzwHJxZzpQRC-7QPjHeMKY,4.6,163.0,5,restaurant,Centro,"R. Treze de Maio, 739 - Bela Vista, São Paulo - SP, 01327-000, Brazil",-23.5597049,-46.6461403,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipPq86YUaD-21GlMcpfPONhc2n94dUo0V1TTwwdp=w163-h92-k-no,0,0,1,1,1,1,1,12.0,15.0,75.0,66.7,0.0,0.0,43.0,0.0,tarde,tarde,1,1,0,0,5.0
Casa Manioca,ChIJEZoT03lXzpQRL25jLcp0Ycs,4.6,1706.0,5,restaurant,Oeste,"R. Joaquim Antunes, 212 - Jardim Paulistano, São Paulo - SP, 05415-000, Brazil",-23.5662367,-46.6797026,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipP0EvXuGoUsc6cNw5KbRt5aU51VmijxNrP2LvXp=w138-h92-k-no,1,0,1,1,1,1,1,12.0,15.0,75.0,100.0,0.0,0.0,43.0,0.0,tarde,tarde,0,0,0,0,9.0
Lazzarella,ChIJecClSrFZzpQRSn05rOLxJEE,4.5,4153.0,1,italian restaurant,Centro,"R. Treze de Maio, 589 - Bela Vista, São Paulo - SP, 01327-000, Brazil",-23.5583265,-46.6462678,Open ⋅ Closes 11:30 PM,"A restaurant with an Italian heart. A traditional cantina at the center of an immigrant neighborhood, serving classic Italian dishes.",https://lh5.googleusercontent.com/p/AF1QipOJofpTi75Ld_vvCKhKK8_lg9zQmIXvhDNcX338=w92-h92-k-no,1,0,1,1,1,1,1,11.5,15.0,75.0,100.0,0.0,7.0,43.0,0.0,manha,tarde,1,1,1,0,14.0
Fiorana,ChIJPzWnTLhZzpQR6bJZW36xQOk,4.6,297.0,1,italian restaurant,Centro,"Alameda Joaquim Eugênio de Lima, 209 - Bela Vista, São Paulo - SP, 01403-001, Brazil",-23.5642657,-46.6488154,Closed ⋅ Opens 11:30 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipMHtARCv5rw3LJHiuxgB5H3q8dKzGE46ef2ecsv=w163-h92-k-no,0,1,1,1,1,1,0,11.5,14.5,100.0,33.3,0.0,7.0,36.0,0.0,manha,tarde,1,1,0,0,9.0
